oid,host_id,z
ZTF20acxzsxb,SDSS J150535.42-085918.5,0.119
ZTF20acxzsgo,SDSS J124701.99-051047.1,0.092
ZTF20acxzrmc,SDSS J124839.57+132543.5,0.587
ZTF20acxznai,SDSS J094949.06+075656.2,0.069
ZTF20acxyury,2MASX J09151447-0936374,0.05307
ZTF20acworcn,WISEA J085338.18+370531.9,0.149698
ZTF20acxzmyp,WISEA J101756.49+145034.9,0.157437
ZTF20acxycfh,WISEA J094808.37+064910.2,0.078525
ZTF20acxwowj,SDSS J070927.42+381005.1,0.255
ZTF20acxvcoe,CGCG 459-065,0.045438
ZTF20acxnstz,WISEA J004318.74+321511.7,0.128519
ZTF20acxuwyv,SDSS J002506.60+035145.5,0.220
ZTF20acxunmt,WISEA J225522.69+404632.5,
ZTF20acxnafa,SDSS J230357.04+304326.7,0.056
ZTF20acxmxth,SDSS J231138.74+074649.2,0.087
ZTF20acxzmjj,SDSS J102222.91+081812.8,0.195
ZTF20acxrhaz,WISEA J070234.66+231236.2,
ZTF20acxilne,WISEA J072122.78+625947.1,
ZTF20actvraa,WISEA J125355.20-144942.9,0.04816
ZTF20acxzlyf,SDSS J124743.18-193033.3,0.063
ZTF20actvrbc,WISEA J125915.48-152144.5,
ZTF20acxzkce,WISEA J143835.92+522455.2,0.130645
ZTF20acwqlts,SDSS J151648.52+560541.2,0.143
ZTF20acxzkcl,SDSS J151319.38+533958.9,0.209
ZTF20acxbbru,SDSS J011704.93+272832.6,0.153
ZTF20acxuloz,MSPM 07478,0.11754
ZTF20acxzkkf,WISEA J130636.08+122741.9,0.043245
ZTF20acwyijj,SDSS J131331.76+085742.0,0.097
ZTF20acwpexh,WISEA J090700.68-085508.0,0.155214
ZTF20acxqteh,SDSS J080543.68+112953.6,0.076
ZTF20acxyipy,SDSS J104249.78+005258.0,0.165
ZTF20acwvybb,WISEA J065716.07+462632.0,
ZTF20acxvjqk,SDSS J023658.68+262259.2,0.159
ZTF20acvmcaj,WISEA J224658.37+072324.6,0.141007
ZTF20acxxcbw,WISEA J070448.11+143030.0,
ZTF20acxiyyp,SDSS J073356.30+163626.1,0.277
ZTF20acxaqar,GALEXASC J003231.62-135632.5,
ZTF20acxuifr,WISEA J230335.28+440452.5,
