oid,host_id,z
ZTF20achncxi,WISEA J071633.70+780917.7,
ZTF20achmcce,WISEA J004657.02+210625.8,0.132363
ZTF20achkgng,SDSS J000457.67+151038.0,0.154
ZTF20achkhxe,WISEA J235712.94+152354.1,0.170536
ZTF20acgznau,SDSS J225311.31+110646.9,0.074
ZTF20achjfcb,WISEA J203607.40-020655.3,
ZTF20acgywfp,WISEA J212643.81-003238.9,0.051082
ZTF20achjxdt,SDSS J232621.92+171718.6,0.156
ZTF20achopbk,WISEA J102732.97+645546.3,0.116383
ZTF20achilkh,WISEA J181620.87+464246.6,
ZTF20achfhug,WISEA J180756.27+480013.7,
ZTF20achlabk,WISEA J014302.55+294704.1,0.123369
ZTF20achaeil,WISEA J210830.72+202307.4,
ZTF20acgmflv,WISEA J221832.50+353801.5,
ZTF20achkmlh,SDSS J002906.94+391435.7,0.049
ZTF20achdwmq,WISEA J071758.16+433417.7,
ZTF20acgmddz,SDSS J221134.57+054025.2,0.052
ZTF20acglmtt,SDSS J213602.95+174935.7,0.231
ZTF20acgrmvg,WISEA J064724.35+404119.9,
ZTF20acgyfxp,WISEA J155500.82+712854.6,
ZTF20acheljl,SDSS J094354.29+240626.3,0.299
ZTF20acgygfg,SDSS J161644.68+525332.5,0.121
ZTF20acgsvwb,WISEA J183409.39+254711.0,
ZTF20acheiif,SDSS J094424.11+483751.3,0.110
ZTF20achaxvo,WISEA J010109.63-151501.8,0.054604
ZTF20achegyh,WISEA J082805.71+695510.3,
ZTF20achbekh,WISEA J014828.85+125347.8,0.074423
ZTF20achbejn,SDSS J012824.25-055816.0,0.056
