oid,host_id,z
ZTF19acnfjyw,SDSS J232957.47+294943.9,0.069
ZTF19acnfzpc,WISEA J222644.68+171920.8,0.084261
ZTF19acniisb,WISEA J002906.74+410350.6,
ZTF19acnixfm,WISEA J022036.26+085718.7,
ZTF19acnjftp,WISEA J025018.80-254550.3,0.1096
ZTF19acjrknv,WISEA J040257.40+230756.7,
ZTF19acgpuua,WISEA J055744.95+714345.4,
ZTF19acnlhzo,SDSS J032125.25+431211.9,0.168
ZTF19acnlteb,WISEA J035829.36-094136.4,0.092254
ZTF19acnlunn,WISEA J031833.79-042543.2,
ZTF19acnlvfe,WISEA J025530.89+070913.9,
ZTF19acnphay,UGC 03458,0.014343
ZTF19acnpihd,WISEA J060458.35-145816.0,
ZTF19acnpnqx,SDSS J065423.48+654307.5,0.140
ZTF19acnptbd,WISEA J073024.06-071201.1,
ZTF19acnpuhp,WISEA J085023.93+684741.4,
ZTF19acnpuem,SDSS J081350.90+664948.2,0.106
ZTF19acnpwsd,WISEA J092023.43-050509.4,
ZTF19acnqbby,WISEA J081739.94+135743.3,0.117169
ZTF19acnqiwk,SDSS J073629.02+011725.3,0.093
ZTF19acnqqhl,WISEA J064930.67+262956.5,
