oid,host_id,z
ZTF20aaeoqqd,WISEA J010456.98+192744.4,
ZTF20aaeopvv,SDSS J010922.72+214327.8,0.060
ZTF20aaeqmjl,WISEA J072815.17+191424.4,
ZTF20aaeqxtc,WISEA J084641.27-084421.2,
ZTF18acydrro,IC 0782,0.008086
ZTF20aaervoa,WISEA J150238.47+162824.7,0.044972
ZTF20aaervyn,2MASX J15012769+2037296,0.115117
ZTF20aaerpoj,SDSS J144113.19+240102.1,0.165
ZTF20aaerqbx,SDSS J154926.25+404955.2,0.126
ZTF20aaerrhb,WISEA J160716.07+693204.8,
ZTF20aaertil,SDSS J145225.84+310118.8,0.075
ZTF20aaertpj,2MASX J14275233+3334090,0.028748
ZTF20aaervup,WISEA J150843.20+183413.3,
ZTF20aaerxkn,SDSS J150312.34+540548.8,0.097
