oid,host_id,z
ZTF18aaedrgt,B3 0749+460A,0.051799
ZTF19acigjpl,WISEA J154320.73+482145.0,0.089564
ZTF19acigmvc,SDSS J002123.04+375135.6,0.123
ZTF19acigmtd,WISEA J235605.70+430115.8,
ZTF19acignlo,AGC 102756,0.0476
ZTF19acigqdd,SDSS J002612.65+293744.1,0.113
ZTF19acigvtx,SDSS J171601.36+584455.3,0.190
ZTF19acigwdr,WISEA J200618.08+592914.4,
ZTF19acigxcg,WISEA J201542.98+632741.8,
ZTF19acihfxz,SDSS J173602.08+530906.4,0.044
ZTF19acihgng,2MASS J19193451+6150494,
ZTF19acihlft,WISEA J214353.42-101101.1,
ZTF19acihkpl,WISEA J212845.59-173401.0,
ZTF19aciiuta,WISEA J002245.12-200406.5,
