object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21abjtsfb,2,2021-07-08T06:47:13.997Z,2021-07-10T07:17:07.998Z,1,TOM,2021-07-11T16:32:53.280Z,2021-07-11T16:32:53.280Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjtsfb
ZTF21abkyhcg,2,2021-07-05T09:58:15.000Z,2021-07-11T11:01:11.000Z,2,TOM,2021-07-11T15:38:12.051Z,2021-07-11T16:32:03.480Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkyhcg
ZTF21abjwukn,2,2021-07-05T04:49:56.000Z,2021-07-07T04:45:43.997Z,3,TOM,2021-07-07T14:50:42.809Z,2021-07-11T16:31:44.839Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjwukn
ZTF21abkormt,3,2021-07-08T07:46:39.000Z,2021-07-10T07:48:52.004Z,3,TOM,2021-07-10T15:40:48.607Z,2021-07-11T16:31:17.289Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkormt
ZTF21abjzkqb,3,2021-07-07T10:26:37.996Z,2021-07-10T10:22:41.001Z,4,TOM,2021-07-07T13:12:13.290Z,2021-07-11T16:30:31.707Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjzkqb
ZTF21abkwzle,3,2021-07-07T08:07:34.996Z,2021-07-11T09:20:23.000Z,2,TOM,2021-07-11T15:34:37.766Z,2021-07-11T16:30:27.585Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkwzle
ZTF21abkuysp,3,2021-07-07T07:34:50.001Z,2021-07-11T08:34:57.002Z,2,TOM,2021-07-11T15:34:20.252Z,2021-07-11T16:30:20.536Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkuysp
ZTF18aahkoqq,3,2021-07-07T04:43:01.004Z,2021-07-11T05:49:17.996Z,2,TOM,2021-07-07T15:26:56.387Z,2021-07-11T16:30:14.052Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF18aahkoqq
ZTF21abkfvhe,3,2021-07-06T09:59:45.997Z,2021-07-08T10:11:11.996Z,3,TOM,2021-07-08T14:56:32.103Z,2021-07-11T16:30:06.734Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkfvhe
ZTF21abkskew,4,2021-07-08T06:56:06.999Z,2021-07-11T06:05:10.996Z,2,TOM,2021-07-11T15:31:43.408Z,2021-07-11T16:29:37.165Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkskew
ZTF21abkrtgc,4,2021-07-07T07:24:21.000Z,2021-07-11T04:49:22.995Z,2,TOM,2021-07-11T15:32:28.218Z,2021-07-11T16:29:24.992Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkrtgc
ZTF21abjybcr,4,2021-07-06T08:53:24.002Z,2021-07-10T08:09:22.996Z,3,TOM,2021-07-10T15:34:01.331Z,2021-07-11T16:29:17.909Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjybcr
ZTF21abkyhdj,4,2021-07-05T09:58:15.000Z,2021-07-11T11:01:11.000Z,2,TOM,2021-07-11T15:32:03.494Z,2021-07-11T16:29:01.403Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkyhdj
ZTF21abkyjss,4,2021-07-05T09:54:51.001Z,2021-07-11T11:06:32.996Z,2,TOM,2021-07-11T15:32:52.575Z,2021-07-11T16:28:56.147Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkyjss
ZTF21abkyepv,4,2021-07-05T09:39:02.001Z,2021-07-11T10:56:57.001Z,2,TOM,2021-07-11T15:30:51.102Z,2021-07-11T16:28:48.082Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkyepv
ZTF21abkrwxm,6,2021-07-07T06:19:30.996Z,2021-07-11T06:15:03.000Z,2,TOM,2021-07-11T15:29:05.694Z,2021-07-11T16:28:12.283Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkrwxm
ZTF21abjwxlk,6,2021-07-05T04:36:57.000Z,2021-07-11T05:42:22.999Z,2,TOM,2021-07-11T15:28:36.244Z,2021-07-11T16:27:55.031Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjwxlk
ZTF21abkyigo,1,2021-07-11T11:00:22.003Z,2021-07-11T11:00:22.003Z,1,TOM,2021-07-11T16:27:10.903Z,2021-07-11T16:27:10.903Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkyigo
ZTF21abkwtnm,1,2021-07-11T09:09:47.001Z,2021-07-11T09:09:47.001Z,3,TOM,2021-07-11T15:15:45.172Z,2021-07-11T16:26:44.686Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkwtnm
ZTF21abkutme,1,2021-07-11T08:22:28.001Z,2021-07-11T08:22:28.001Z,1,TOM,2021-07-11T16:25:07.698Z,2021-07-11T16:25:07.698Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkutme
ZTF21abkrwjn,1,2021-07-11T05:14:50.003Z,2021-07-11T05:14:50.003Z,2,TOM,2021-07-11T15:24:36.649Z,2021-07-11T16:22:15.510Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkrwjn
ZTF21abksbms,3,2021-07-11T05:11:45.003Z,2021-07-11T05:43:03.996Z,3,TOM,2021-07-11T15:35:16.536Z,2021-07-11T16:22:09.837Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abksbms
ZTF21abkmwfe,1,2021-07-11T05:08:10.999Z,2021-07-11T05:08:10.999Z,3,TOM,2021-07-11T08:18:37.420Z,2021-07-11T16:22:06.528Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkmwfe
ZTF21abjwtrk,1,2021-07-11T04:59:40.004Z,2021-07-11T04:59:40.004Z,3,TOM,2021-07-11T15:11:19.618Z,2021-07-11T16:22:02.958Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjwtrk
ZTF21abkrtjg,1,2021-07-11T04:56:58.004Z,2021-07-11T04:56:58.004Z,3,TOM,2021-07-11T15:11:46.147Z,2021-07-11T16:21:59.387Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkrtjg
ZTF21abkutme,1,2021-07-11T08:22:28.001Z,2021-07-11T08:22:28.001Z,1,Bogus,2021-07-11T16:20:55.532Z,2021-07-11T16:20:55.532Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkutme
ZTF21abkinhh,2,2021-07-09T05:29:28.000Z,2021-07-11T05:40:20.000Z,1,TOM,2021-07-11T15:41:40.901Z,2021-07-11T15:41:40.901Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkinhh
ZTF21abkupfz,3,2021-07-09T08:13:41.998Z,2021-07-11T08:21:46.995Z,1,TOM,2021-07-11T15:36:48.069Z,2021-07-11T15:36:48.069Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkupfz
ZTF21abkygrl,1,2021-07-11T10:45:22.000Z,2021-07-11T10:45:22.000Z,1,TOM,2021-07-11T15:25:15.274Z,2021-07-11T15:25:15.274Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkygrl
ZTF21abkycuh,1,2021-07-11T10:44:41.003Z,2021-07-11T10:44:41.003Z,1,TOM,2021-07-11T15:24:08.585Z,2021-07-11T15:24:08.585Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkycuh
ZTF21abkuzdc,1,2021-07-11T08:12:34.001Z,2021-07-11T08:12:34.001Z,1,TOM,2021-07-11T15:23:24.356Z,2021-07-11T15:23:24.356Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkuzdc
ZTF21abkvttz,1,2021-07-11T08:30:01.998Z,2021-07-11T08:30:01.998Z,1,TOM,2021-07-11T15:22:29.047Z,2021-07-11T15:22:29.047Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkvttz
ZTF21abkuvdk,1,2021-07-11T08:22:28.001Z,2021-07-11T08:22:28.001Z,1,TOM,2021-07-11T15:20:16.934Z,2021-07-11T15:20:16.934Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkuvdk
ZTF21abjcuvu,5,2021-07-04T06:01:21.000Z,2021-07-11T05:32:42.002Z,3,TOM,2021-07-09T15:08:10.456Z,2021-07-10T17:09:13.842Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjcuvu
ZTF21abkkmps,2,2021-07-08T08:59:57.001Z,2021-07-10T07:48:52.004Z,3,TOM,2021-07-10T15:28:38.192Z,2021-07-10T17:08:58.243Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abkkmps
ZTF20aaspwcf,3,2021-07-07T08:02:49.997Z,2021-07-09T08:06:24.001Z,3,TOM,2021-07-07T14:15:34.426Z,2021-07-10T17:08:37.016Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF20aaspwcf
