oid,host_id,z
ZTF18aabkpne,ABELL 0667:KYDISC 00114,0.137965
ZTF21aabhvcf,WISEA J023638.76-192330.5,0.09185
ZTF21aaanhws,WISEA J071757.17-013657.0,0.036398
ZTF21aaavchi,SDSS J082937.53+075902.8,0.121
ZTF21aabcyaf,SDSS J045713.94+005708.0,0.266
ZTF21aabhwbb,WISEA J030539.69-055932.1,
ZTF21aabhxxj,SDSS J021948.81+282740.8,0.040
ZTF21aabhqng,SDSS J015654.58+120302.8,0.045
ZTF21aaadhia,SDSS J021414.32-053752.0,0.104
ZTF21aabissr,WISEA J031801.29+243638.5,
ZTF21aabiipy,SDSS J030426.33+044444.2,0.403
ZTF21aabhfta,WISEA J003118.18-253931.1,0.1171
ZTF21aaaqzsu,SDSS J010717.66+161524.7,0.051
ZTF21aaaqzta,SDSS J221428.38+162415.9,0.097
ZTF21aabhtlj,ARK 008,0.036399
ZTF21aaaquaa,WISEA J004350.75+241958.2,0.083682
ZTF21aaaqpcf,GALEXASC J012408.86-234839.0,
ZTF21aaaubig,NGC 3147,0.009346
ZTF21aabeeas,WISEA J060125.64-243505.1,
ZTF21aabjhie,SDSS J050601.10-021532.5,0.083
ZTF21aaaseqt,WISEA J025516.42+393848.5,
ZTF21aaarvcn,WISEA J024410.44-203622.8,
ZTF21aabijmp,SDSS J022644.98+444141.0,0.219
ZTF21aabifve,WISEA J014836.18+371138.7,
ZTF21aaarbla,WISEA J235850.89+533105.5,
ZTF21aaazjbv,WISEA J231449.86+303941.3,0.124904
ZTF21aabhfti,SDSS J001412.10+293901.5,0.179
ZTF21aaaqmuf,SDSS J000541.17+040804.0,0.116
ZTF21aaadiap,2MASX J00391894-0027226,0.045387
ZTF21aabafxs,WISEA J014752.22-082139.3,0.060285
ZTF20acibvgy,SDSS J015814.30-034739.2,0.105
ZTF21aaaqsuu,SDSS J002027.58+342024.0,0.063
ZTF21aabhzgy,SDSS J013323.32+470337.8,0.117
ZTF21aaadrcq,SDSS J005057.55+180301.0,0.142
ZTF21aaaaczt,SDSS J235300.87+183832.9,0.082
ZTF21aaaaddl,WISEA J235434.02+154441.8,0.074719
ZTF21aabhpqm,M31,
