oid,host_id,z
ZTF20abtnckz,SDSS J201812.82+140957.3,0.093
ZTF20abtguah,WISEA J232214.43+391537.7,
ZTF20abtgfcl,SDSS J215136.23+052023.6,0.146
ZTF20absvsqn,WISEA J014016.93+005642.5,0.152456
ZTF20absgwpl,SDSS J000530.72+064743.8,0.142
ZTF20abtjjhb,SDSS J011851.83+184008.4,0.167
ZTF20abrmtfo,SDSS J224659.22+052557.5,0.183
ZTF20abtgpbn,2MASX J22590160+3244361,0.0489
ZTF20abseebc,SDSS J195639.84+612032.4,0.130
ZTF20absiyrn,SDSS J005007.49+152800.0,0.132
ZTF20absetxb,SDSS J234504.03+274410.2,0.064
ZTF20absfakp,WISEA J223407.14+005709.8,0.148561
ZTF20absgexb,SDSS J003602.76+221644.3,0.104
