oid,host_id,z
ZTF19accuzsr,SDSS J215830.03-055043.3,0.102
ZTF19acctlcg,2MASS J16220624+3920385,0.101883
ZTF19acctqnk,SDSS J173719.82+083504.2,0.106
ZTF19acctjpf,2MASX J16133728-0509046,
ZTF19acctlrh,SDSS J165544.49+272209.0,0.148
ZTF19acbwgqj,2MASX J15194413+2829123,0.074688
ZTF19acbisfe,2MASX J15243800+1117218,0.074958
ZTF19accveao,2MASX J23025521-2524138,0.131
ZTF19acctkwy,SDSS J164840.57+400222.2,0.121
ZTF19acctjqn,SDSS J155145.92+033306.4,0.101
ZTF19acclupd,2MASX J16023703+0257378,0.031657
ZTF19acctlmx,2MASS J16343376+2720144,0.102702
ZTF19acbprgg,6dF J2155317-205133,0.066913
ZTF19acdabwd,2MASX J06063464-2112448,
ZTF19acbisfi,2MASS J14504355+3459226,0.091889
ZTF19acctlim,2MASX J15384973+3100099,0.098
ZTF19acbpnii,2MASX J21275334-2436350,
ZTF19accuxwo,SDSS J220140.87-094023.5,0.099
ZTF19acctjbv,MRK 0672,0.026522
