oid,host_id,z
ZTF20acqldir,SDSS J020848.64+452423.3,0.150
ZTF20acqinvh,SDSS J204120.26+050334.7,0.064
ZTF20acpqxsz,SDSS J222059.98-010304.6,0.214
ZTF20acqismu,SDSS J213801.16+070332.3,0.070
ZTF20acqihph,SDSS J175109.84+525548.6,0.043
ZTF20acqjxyz,SDSS J233650.27-014307.4,0.030
ZTF20acqnkmq,SDSS J063543.75+445000.0,0.118
ZTF20aclwwhz,[DD2013] W4-2+2 133545,0.055
ZTF20acqirkw,SDSS J213758.16+273832.7,0.037
ZTF20acqnfzn,WISEA J082104.49-223051.3,
ZTF20acqiwdl,WISEA J210733.77-011209.9,0.162685
ZTF20acqkpus,WISEA J022917.31+200931.4,
ZTF20acqlfwb,WISEA J025133.95+130120.8,
ZTF20acqnibc,SDSS J102120.40+212713.1,0.480
ZTF20acoylaj,SDSS J222753.16+271744.6,0.108
ZTF20acqjjyk,SDSS J221048.99+293813.6,0.067
ZTF20acqexmr,WISEA J035136.64+434154.3,
ZTF19aakrkrk,WISEA J124845.89+694901.1,
ZTF20acqhdnp,SDSS J073925.20-104504.5,0.036
ZTF20acouowg,WISEA J114909.58+112422.5,0.081795
ZTF20acnvorm,UGC 06359,0.025007
ZTF20acnvupo,GALEXASC J112934.17-000417.1,0.014172
ZTF20acodpsn,KUG 1147+128,0.082627
ZTF20acnvniw,WISEA J115326.45+105347.2,0.021778
ZTF20acqltwf,WISEA J043842.90-133738.7,
ZTF20acqnrll,SDSS J100357.86+595509.1,0.125
ZTF20acqkych,SDSS J002224.24-084240.6,0.160
ZTF20acplqrq,WISEA J043024.94-161206.3,
ZTF20acqltvp,WISEA J051309.80-172252.4,
ZTF20acpmuns,WISEA J024631.49-164918.6,0.065969
ZTF20acpidye,WISEA J074853.78+593642.9,
ZTF20acqjmzk,WISEA J224338.65-140405.1,
ZTF20acqksdi,CGCG 388-092,0.037056
ZTF20acpyaeu,WISEA J100151.35-155820.6,
ZTF20acptdpf,WISEA J043812.45-253652.9,
ZTF20acppsay,WISEA J231240.50-115602.4,
ZTF20acpmhno,SDSS J025956.51+020758.2,0.198
ZTF20acqelhh,WISEA J045603.47-250905.2,
ZTF20acphiyt,WISEA J094007.94+740335.5,
ZTF20acmgrgb,WISEA J114324.63+121626.1,0.114617
ZTF20acqjmxx,WISEA J231057.02-165134.3,
ZTF20acqkwtl,SDSS J234900.95+024852.0,0.226
ZTF20acqjvef,SDSS J233751.48+100551.7,0.068
ZTF20acpouuq,SDSS J212434.02+091147.4,0.133
ZTF20acqiimc,WISEA J175815.59+682148.4,
ZTF20acqkamm,WISE J233511.92+293000.3,0.106677
ZTF20acpjaqq,WISEA J192903.20+470305.7,
ZTF20acqdhcv,WISEA J020254.85+581655.0,
ZTF20acqdbaa,WISEA J024550.62+694134.2,
ZTF20acqgklx,WISEA J050632.07+074535.3,
ZTF20acqexql,WISEA J043228.64+011824.7,
