oid,host_id,z
ZTF19acokzjy,WISEA J075859.86+123156.2,0.065138
ZTF19acnvnrb,SDSS J233636.82+032831.9,0.119
ZTF19acnwcbl,KAZ 529,
ZTF19acnwelq,SDSS J222012.16+173640.4,0.061
ZTF19acnxkln,SDSS J223551.60+230651.7,0.038
ZTF19achdxqu,SDSS J001732.54+233844.5,0.072
ZTF19acnxsle,SDSS J002108.66+113045.6,0.107
ZTF19acnzkph,CGCG 383-067,0.017892
ZTF19acoaaqj,WISEA J021720.04+554049.5,
ZTF19acnkeji,WISEA J031942.10+353908.9,
ZTF19acoahps,SDSS J014540.08+082800.9,0.079
ZTF19acoagda,SDSS J015959.80+012637.4,0.138
ZTF19acnjwgm,UGC 01895,0.03439
ZTF19acobeqa,WISEA J045108.42-073222.2,
ZTF19acobsvp,WISEA J040141.26+323501.8,
ZTF19acocoaq,SDSS J015110.00+034323.8,0.032
ZTF19acojuzv,WISEA J072459.32+552343.8,
ZTF19acojuex,2MASX J07133838+5741401,0.083117
ZTF19acojxzo,SDSS J083732.42+533459.0,0.062283
ZTF19acokfaj,KUG 0927+310B,0.05908
ZTF19acoknir,WISEA J131237.08+464855.8,0.027603
ZTF19acoknzg,WISEA J130752.90+485738.1,0.083848
ZTF19acoldzw,FGC 0812,0.029829
