oid,host_id,z
ZTF21aamgvbc,SDSS J164147.99+092526.4,
ZTF21aamgtbt,SDSS J175920.78+242855.5,
ZTF21aamgsbb,2MASS J19022291+6119559,
ZTF21aamgvsy,WISEA J181605.47+513733.5,
ZTF21aamgrux,SDSS J163245.25+070521.9,
ZTF21aamgdlb,WISEA J144357.32+593106.1,0.043142
ZTF21aamgcxh,WISEA J142123.58+263537.3,0.173975
ZTF21aamgcrv,2MASX J14530723+0332171,0.033416
ZTF21aamfsvi,SDSS J121954.95+214321.4,
ZTF21aamfclb,SDSS J125221.86+020506.6,
ZTF21aamelxr,WISEA J114938.13-090955.3,0.058127
ZTF21aamejyh,SDSS J114452.96+462511.2,
ZTF21aaluhgh,SDSS J091650.65+461411.8,
ZTF21aambvzd,NGC 1207,0.016011
ZTF21aambclf,WISEA J071524.75+540239.5,
ZTF21aamcpte,2MFGC 04397,
ZTF21aamaxsh,WISEA J054022.59-160722.1,
ZTF20acjessb,WISEA J035320.40-144935.7,
ZTF21aamattt,GALEXASC J003232.16+472332.7,
ZTF21aalofsw,2MASX J16242017+0221248,
ZTF21aamgtfw,SDSS J172824.80+265030.6,
ZTF21aalnxkt,WISEA J132902.51+111946.7,0.076282
ZTF21aalnxkl,WISEA J133155.45-022704.6,0.0874
ZTF21aamftud,WISEA J115400.80+581254.3,0.155102
ZTF18aakbuks,WISEA J114529.08+482417.5,0.072774
ZTF21aamfsyb,SDSS J120150.27+470328.1,
ZTF21aamftdd,SDSS J120131.17+373639.3,
ZTF21aamfsza,SDSS J120901.27+400025.6,
ZTF21aamfdqf,SDSS J123650.03+131643.6,
ZTF21aalnhby,WISEA J090640.85+805621.9,
ZTF21aaldqvq,WISEA J042756.05-100206.5,
ZTF21aamaufb,WISEA J042422.19-263218.2,0.065012
ZTF21aamgdfl,SDSS J144645.16+360727.3,
ZTF21aalyxnj,SDSS J154324.26+505001.8,
ZTF21aalhbqa,WISEA J114919.39-080542.0,
ZTF21aamekbj,WISEA J132158.34+645518.6,0.135302
ZTF21aalbxnj,WISEA J093916.14+621111.9,0.131526
ZTF21aamarfm,SDSS J023150.17+301100.9,
