object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21aaxirsl,2,2021-04-20T09:47:51.002Z,2021-04-24T09:44:46.003Z,3,TOM,2021-04-24T14:19:18.220Z,2021-04-24T15:53:11.831Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxirsl
ZTF21aaxishv,2,2021-04-20T09:52:37.997Z,2021-04-24T09:48:11.998Z,3,TOM,2021-04-24T14:19:09.822Z,2021-04-24T15:52:29.271Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxishv
ZTF21aawtazf,5,2021-04-20T09:09:44.997Z,2021-04-24T08:39:44.999Z,2,TOM,2021-04-21T17:08:27.022Z,2021-04-24T15:50:41.053Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawtazf
ZTF21aaxjimq,1,2021-04-24T11:49:29.997Z,2021-04-24T11:49:29.997Z,2,TOM,2021-04-24T14:16:19.647Z,2021-04-24T15:45:18.048Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxjimq
ZTF21aaxhveb,1,2021-04-24T06:41:51.000Z,2021-04-24T06:41:51.000Z,3,TOM,2021-04-24T07:39:52.739Z,2021-04-24T15:44:40.543Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxhveb
ZTF21aaxjjvg,1,2021-04-24T11:57:43.004Z,2021-04-24T11:57:43.004Z,3,TOM,2021-04-24T14:16:05.958Z,2021-04-24T15:44:22.422Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxjjvg
ZTF21aaxidvp,1,2021-04-24T07:28:10.997Z,2021-04-24T07:28:10.997Z,3,TOM,2021-04-24T14:15:49.656Z,2021-04-24T15:43:34.003Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxidvp
ZTF21aaxgwtb,2,2021-04-24T04:11:39.998Z,2021-04-24T04:42:14.002Z,4,TOM,2021-04-24T07:39:35.218Z,2021-04-24T15:43:12.698Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxgwtb
ZTF21aaxhkju,2,2021-04-24T05:25:25.000Z,2021-04-24T05:44:05.003Z,4,TOM,2021-04-24T07:38:32.731Z,2021-04-24T15:42:44.292Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxhkju
ZTF21aaxgzln,2,2021-04-24T04:17:09.000Z,2021-04-24T05:12:51.998Z,4,TOM,2021-04-24T07:38:23.776Z,2021-04-24T15:42:07.749Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxgzln
ZTF21aaxjiii,5,2021-04-24T11:45:03.003Z,2021-04-24T11:57:01.998Z,3,TOM,2021-04-24T14:15:53.337Z,2021-04-24T15:41:10.053Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxjiii
ZTF21aaxhzru,2,2021-04-20T09:21:30.003Z,2021-04-24T06:54:59.002Z,1,TOM,2021-04-24T15:20:42.738Z,2021-04-24T15:20:42.738Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxhzru
ZTF21aavsijx,2,2021-04-20T06:32:52.002Z,2021-04-24T06:45:13.003Z,2,TOM,2021-04-24T14:20:18.446Z,2021-04-24T15:20:31.063Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavsijx
