oid,host_id,z
ZTF20aauvmix,SDSS J145815.80+330651.2,
ZTF20aauwisl,SDSS J142954.59+244918.9,0.244
ZTF20aaurjcd,NGC 5754,0.015214
ZTF20aauwkga,WISEA J145156.45+162352.3,0.044878
ZTF20aauwjmw,WISEA J144112.35+145324.6,0.030531
ZTF20aauwigz,SDSS J145122.20+094231.5,0.110
ZTF20aauweyt,SDSS J144302.89+603241.8,0.111
ZTF20aauwfvu,SDSS J143749.68+583944.8,0.127
ZTF20aauwxbl,WISEA J164340.47+590032.1,
ZTF20aauwvgj,SDSS J150814.42+054348.7,0.287
ZTF20aauwvle,SDSS J150811.48+032354.6,0.197
ZTF20aauwvmp,WISEA J151055.66+040534.1,0.078539
ZTF20aauwvdy,2MASX J15274873+1646009,0.044443
ZTF20aauwhyi,WISEA J154355.92+342504.8,0.0732
ZTF20aaurjzv,WISEA J153353.51+564126.3,0.039605
ZTF20aauwpel,SDSS J150503.61+522315.4,0.200
ZTF20aauwuui,WISEA J151720.91+505416.1,0.127096
ZTF20aauwuiw,SDSS J141503.39+551300.5,
ZTF20aauriwm,WISEA J140936.84+495517.7,0.080302
ZTF20aaurjbj,WISEA J141819.08+385545.6,0.043241
ZTF20aauwhfa,NGC 5672,0.011785
ZTF20aauwtwr,WISEA J135614.78+304827.6,0.109245
ZTF20aauwtdz,SDSS J135130.41+195244.7,0.096
ZTF18aaszfhi,2MASX J14372995+2137232,0.088261
ZTF20aauwtgo,SDSS J141418.29+131923.9,0.425
ZTF20aauvjws,KUG 1421+094,0.029895
ZTF20aauwtgx,WISEA J141716.80-011126.5,0.125055
ZTF20aauwsvq,WISEA J140803.93-035909.6,0.1337
ZTF20aauwtnz,SDSS J145247.78+004504.4,0.10164
ZTF20aauvipu,SDSS J131150.35+430025.3,0.297
ZTF20aaurjnn,SDSS J134305.43+612337.7,0.135
ZTF20aauvies,WISEA J132831.19+695622.1,
ZTF20aauvdgq,SDSS J123951.01+551840.5,0.108
ZTF20aauvdbp,SDSS J131105.53+110249.8,0.102
ZTF20aautzeg,WISEA J121555.14+491003.2,0.120735
ZTF20aauvhir,SDSS J122333.90+490023.9,0.339
ZTF20aauuxzv,WISEA J113346.08+232528.2,0.127564
ZTF20aautzif,WISEA J122800.53+410715.4,0.037893
ZTF20aautzig,MSPM 02650,0.0646
ZTF20aauuumd,SDSS J134406.84+515152.6,0.344
ZTF20aauusjx,SDSS J132413.53+300048.1,0.201
ZTF20aauusgg,SDSS J132552.26+343631.7,0.314
ZTF20aauurhh,WISEA J132837.01+240318.4,0.190007
ZTF20aauuajj,WISEA J125654.90+285741.6,0.0671
ZTF20aauuqwp,WISEA J133848.76+184813.3,
ZTF20aauuumh,WISEA J131240.28+184400.7,
ZTF20aauuqih,SDSS J124730.26+172400.9,0.074
ZTF20aauupcr,SDSS J130534.74+111735.6,0.113
ZTF20aauuiri,WISEA J122835.47-040401.4,
ZTF20aauuftn,SDSS J125552.48+065223.1,0.091
ZTF20aauuazr,SDSS J114920.84+192451.5,0.122
ZTF20aauualk,SDSS J121252.55+244810.2,0.164
ZTF20aautyqm,WISEA J120043.95+324739.2,0.16984
ZTF18aajkidk,WISEA J113324.38+370524.3,0.135589
ZTF20aausvfo,SDSS J113129.41+472051.4,0.123
ZTF20aauvhab,SDSS J114706.83+460308.4,0.496
ZTF20aausvds,SDSS J120013.61+470553.7,0.189
ZTF20aautxrl,SDSS J115020.28+520009.2,0.128
ZTF20aauvhdj,WISEA J123047.40+702951.2,
ZTF20aauvapv,SDSS J095030.14+602123.6,0.179
ZTF18aaqcesw,WISEA J104113.12+585803.7,0.11528
ZTF20aautroj,SDSS J105632.64+321844.3,0.138
ZTF20aautssb,WISEA J110302.45+364403.1,0.081525
ZTF20aauttlg,SDSS J102811.35+212517.2,0.144
ZTF20aauuzcl,SDSS J111351.46+213956.2,0.178
ZTF20aautscv,2MASX J11033713+2159082,0.059225
ZTF20aautqyd,SDSS J110622.20+155245.9,0.08801
ZTF20aautorv,SDSS J111115.82+074052.7,0.279
ZTF20aauukev,KUG 1133+157A,0.035918
ZTF20aauuwmg,SDSS J114855.85+085617.3,0.096
ZTF20aautlba,SDSS J113855.01-040019.4,0.156
ZTF20aautbal,SDSS J102012.68+393824.2,0.219
ZTF20aautdwl,SDSS J102456.65+421255.9,0.290
ZTF20aauszcq,WISEA J110949.79+595621.1,0.045348
ZTF20aauszqs,WISEA J105200.54+653434.9,0.058058
ZTF20aautajq,MCG +10-16-071,0.046063
ZTF20aausyrp,SDSS J110404.35+512401.1,0.123
ZTF20aausyfg,SDSS J105410.27+500511.8,0.065
ZTF20aausxam,WISEA J111216.90+381928.8,0.071094
ZTF18abauagx,SDSS J110701.56+373627.8,0.073781
ZTF20aauswsi,SDSS J112809.16+365714.6,0.338
ZTF20aausnno,SDSS J084128.80+382413.6 bg,0.657
ZTF20aausahr,WISEA J083122.88+491338.3,0.043158
ZTF20aausoto,SDSS J081813.02+574638.8,0.027239
ZTF20aausoip,SDSS J085927.10+523008.9,0.148
ZTF20aausebs,WISEA J102214.33+071201.3,0.117981
ZTF20aausehe,SDSS J091929.82+150837.6,0.069
ZTF20aauscjg,SDSS J093558.77+285923.1,0.244
ZTF20aausckw,SDSS J092029.59+255353.1,0.199
ZTF20aausagk,SDSS J095454.31+355111.4,0.205
ZTF20aausaun,SDSS J095510.81+334908.7,0.131
ZTF20aaurucm,SDSS J083834.11+334951.6,0.108
ZTF20aatvxdy,SDSS J083301.90+322442.8,0.142
ZTF20aausbec,SDSS J082515.43+375628.0,0.207
ZTF20aaurzxs,SDSS J092506.25+425538.3,0.156
ZTF18acdvqqb,SDSS J093016.49+435837.3,0.142
ZTF20aausaiy,SDSS J091323.92+423726.3,0.145
ZTF18acesbiw,SDSS J100900.08+375731.7,0.111
ZTF20aaurxdd,WISEA J104251.89+322421.7,0.086108
ZTF20aaurxhc,SDSS J094833.23+392328.1,0.278
ZTF20aausbfv,SDSS J081558.49+395040.8,0.326
ZTF20aatwyzg,WISEA J081757.01+334558.7,0.062128
ZTF20aautfgp,WISEA J092741.98+314829.4,
ZTF20aausbfk,SDSS J094959.40+325343.3,0.075
ZTF20aausuzy,SDSS J112713.24+474748.8,0.273
ZTF20aauufjg,SDSS J123707.97+035228.4,0.136
ZTF20aautxwy,SDSS J122615.65+571852.1,0.143
ZTF20aautmzs,SDSS J113354.76+093239.5,0.281
ZTF20aauwyqr,WISEA J180454.98+082440.0,
ZTF20aauwtym,WISEA J145239.67+311111.0,
ZTF20aauuydc,WISEA J110458.85+041357.0,0.143972
ZTF18aarmlzn,WISEA J121719.06+423700.3,0.069526
ZTF20aauwrod,SDSS J145731.66+264659.0,0.256
ZTF20aautatl,WISEA J103517.11+374300.4,0.086264
ZTF20aauuues,SDSS J133112.21+575201.2,0.238
ZTF20aauwujp,SDSS J142435.41+481615.1,0.378
ZTF20aauuvwk,2MASX J11181223+0400322,0.107949
ZTF20aauuudd,SDSS J124734.38+443039.2,0.173
ZTF20aauvcoi,WISEA J132153.76+083526.8,
ZTF20aasfdfi,WISEA J105633.64+641829.9,0.221183
ZTF20aauvige,SDSS J140447.64+630256.6,0.203
ZTF20aauwxfx,SDSS J171429.28+692429.4,0.175
ZTF20aauxjrz,WISEA J180702.73+055908.0,
ZTF20aauxqag,WISEA J181928.72+550854.1,
ZTF20aaurfcm,SDSS J172848.09+284510.0,0.059
ZTF20aaurgib,NGC 6214,0.025414
ZTF20aaurhzc,CGCG 112-050,0.033346
