oid,host_id,z
ZTF20acodsov,SDSS J123925.67+160929.1,0.106
ZTF20acrktss,WISEA J111109.06+440743.4,0.076148
ZTF20acrksyw,SDSS J110630.27+240331.3,0.100
ZTF20acrgamy,WISEA J034038.53+145804.1,
ZTF20acnvnss,WISEA J111233.93-061658.7,0.044184
ZTF20acqzpze,WISEA J042356.32-192818.4,
ZTF20acrekgu,WISEA J034219.86+131946.6,
ZTF20acrbqnp,WISEA J091334.46+520552.0,
ZTF20acretqp,SDSS J020653.03-142155.3,0.124
ZTF20acrjdjk,SDSS J092040.12+212957.3,0.128
ZTF20acpvwon,SDSS J074033.19+285925.1,0.228
ZTF20acriwfa,WISEA J080636.85+102727.8,0.041831
ZTF20acodppm,LCRS B111353.8-121305,0.067063
ZTF20acodpye,LCRS B105605.0-063941,0.079989
ZTF20acqzjqz,WISEA J025459.33+040339.8,
ZTF20acqymhz,SDSS J021828.96+284306.8,0.552
ZTF20acqpxdc,WISEA J010732.04-181730.9,
ZTF20acqulfq,SDSS J080718.03+070626.3,0.210
ZTF20acriqwo,SDSS J075631.48+533751.1,0.244
ZTF20acreckb,SDSS J025249.05+431028.7,0.129
ZTF20acrjfoc,SDSS J102945.78+093845.1,0.166
ZTF20acqqdkl,SDSS J015129.00+224947.3,0.079
ZTF20acrjied,SDSS J114254.18+163351.2,0.580
ZTF20acqzpta,WISEA J013754.86+300624.3,0.071354
ZTF20acriuro,SDSS J075937.85+041044.7,0.177
ZTF20acrdejm,WISEA J004553.46+450542.0,
ZTF19aaftveu,WISEA J075244.72+352635.9,0.07619
ZTF20acrjdkq,WISEA J093327.87+093201.0,0.049954
ZTF20acrdemq,SDSS J002720.81+392953.0,0.078
ZTF20acqxgjn,WISEA J011752.22+411916.1,
ZTF20acqgbjd,SDSS J083309.17+101120.0,0.183
ZTF20acrbqqj,WISEA J091238.78+524247.7,0.190772
ZTF20acrjjwm,SDSS J115058.65+350056.8,0.281
ZTF20acpqwcl,GALEXASC J221700.78-234655.5,
ZTF20acrjhpa,SDSS J094859.39+392132.7,0.197
ZTF20acrivxx,SDSS J090621.83+092826.4,0.137
ZTF20acrjeag,SDSS J092624.76+134814.6,0.607
ZTF20acpxtxs,WISEA J122611.10+714300.8,
ZTF20acrkssk,WISEA J112642.51+093725.3,1.155
ZTF20acqichj,WISEA J095719.40+130400.6,0.069547
ZTF20acrkdxn,SDSS J091838.91+065546.0,0.121
ZTF20acpuqvx,WISEA J085318.81+481429.1,0.119306
ZTF20acqpaaf,WISEA J005003.14+471149.6,
ZTF20acpqbst,SDSS J012900.74+295421.8,0.142
ZTF20acridkh,WISEA J051400.43+244112.7,
