oid,host_id,z
ZTF20acvakai,2MASX J10000892+3827241,0.026994
ZTF20acvagdq,NGC 3080,0.035428
ZTF20acuzlib,WISEA J075928.59+632230.4,
ZTF20acuyomo,SDSS J013534.58+002925.0,
ZTF20acuxvdh,SDSS J013404.57+465429.2,0.111
ZTF20acuyuev,WISEA J030447.53+513737.9,
ZTF20acuxjus,SDSS J004719.03+002419.0,0.044
ZTF20acuxjtr,SDSS J003936.56-033244.4,0.084
ZTF20acuxrzj,SDSS J003745.65-051216.9,0.041
ZTF20acuxihb,SDSS J235957.76+045404.0,0.024
ZTF20acuwwcx,WISEA J221107.35-135744.8,
ZTF20acureca,WISEA J045655.48+735427.1,
ZTF20acuxvgj,WISEA J014758.38+475202.0,
ZTF20acuytjb,WISEA J040636.83+234944.3,
ZTF20acuxlgx,SDSS J013921.32+293634.8,0.102
ZTF20aculrpj,SDSS J013038.20+042056.8,0.177
ZTF20acuxwfa,WHL J004303.6+342250,0.1078
ZTF20acupqer,SDSS J003327.65+251724.5,0.480
ZTF20acuxijq,SDSS J234221.67+133244.3,0.075
