oid,host_id,z
ZTF21aaoglfr,WISEA J164024.88+365402.9,0.121261
ZTF21aaogltd,WISEA J161356.97+512655.1,
ZTF21aaobnrr,SDSS J172830.53+605638.0,
ZTF21aaognjk,WISEA J170741.58+594146.4,
ZTF21aaogiuw,WISEA J144039.33-110119.6,
ZTF21aaogiic,WISEA J144723.00+103451.7,0.053163
ZTF21aaoghyd,WISEA J161817.52+632547.5,
ZTF21aaoghyl,WISEA J171954.60+725606.4,
ZTF21aaoghxo,UGC 09883 NOTES01,0.020515
ZTF21aaogglh,WISEA J144657.64+280825.6,0.071343
ZTF21aaoaycl,WISEA J130827.04+501107.4,
ZTF21aaoexiy,WISEA J142050.51+264053.8,
ZTF21aaoeucu,WISEA J132433.81+225211.9,
ZTF21aaoetrs,WISEA J114558.73+523905.3,0.132084
ZTF21aaoawrl,WISEA J123029.08+281448.9,
ZTF21aaoeopb,WISEA J121548.75+180415.6,
ZTF21aaogcew,WISEA J120844.42+412141.9,0.096093
ZTF21aanzcuj,SDSS J120705.15+425919.5,
ZTF21aaoekcj,WISEA J100936.05-130234.6,0.030915
ZTF21aaoekdf,2MASX J10164123-1052356,0.058924
ZTF21aantxma,WISEA J104154.46+581458.3,0.070234
ZTF21aaodmrl,SDSS J092346.73+105621.2,
ZTF21aaodlzh,WISEA J092146.14-055359.4,
ZTF21aaodgho,WISEA J092824.20-184944.4,
ZTF21aaodljj,WISEA J083628.37+740959.3,
ZTF21aaocgku,WISEA J085204.15-074515.7,
ZTF21aaocrlm,SDSS J081055.23-060249.3,
ZTF21aaocibg,WISEA J084610.15+560738.8,
ZTF21aanwmrd,WISEA J161613.44+440147.9,0.132146
ZTF21aaogifa,WISEA J151310.22+004631.9,0.10376
ZTF21aaoglbq,WISEA J160125.34+380620.1,
ZTF21aaogklu,WISEA J155810.72+272130.7,0.097165
ZTF21aaognpg,WISEA J162406.26+074738.8,0.090623
ZTF21aaoeubf,WISEA J151252.66+680453.6,
ZTF21aaodmve,SDSS J091851.41+085411.4,
ZTF21aanyodk,WISEA J101158.49+453347.2,0.068415
ZTF21aaochep,WISEA J083704.33-082455.4,0.089632
ZTF21aanynle,WISEA J122531.59+460528.6,
ZTF21aaoepti,WISEA J123021.47+523329.9,0.12396
ZTF18aabkqwh,WISEA J095513.36+160000.4,0.082748
ZTF21aantrxy,WISEA J083739.55+522540.1,0.057738
ZTF21aaocmwn,WISEA J075900.37+222652.7,
ZTF21aantpkm,WISEA J080355.46+292152.3,0.143223
ZTF21aaocnlz,SDSS J082131.31+193352.8,
ZTF21aaocgci,WISEA J083352.02-115147.3,
