oid,host_id,z
ZTF20aahhvaa,WISEA J013743.96-001727.8,0.117657
ZTF20aahirup,SDSS J235857.46+181257.5,0.060
ZTF20aahiaja,WISEA J232445.13+431730.0,
ZTF20aahidaa,SDSS J234216.46+330415.4,0.077
ZTF20aahiqrs,SDSS J011929.58+070520.5,0.135
ZTF20aahimab,WISEA J031521.65-093042.9,
ZTF20aahipgb,WISEA J034926.68-183026.3,
ZTF20aahirfz,WISEA J004139.00-031452.7,0.018096
ZTF20aahirkk,SDSS J000633.22+031607.3,0.068
ZTF20aagzush,WISEA J041814.95-105924.6,
ZTF20aahapsq,2MASX J05590353-2101073,0.05641
ZTF20aahkmhx,WISEA J061738.68-203318.3,
ZTF20aahljjx,WISEA J070927.80-173755.2,
ZTF19acymsih,WISEA J062530.99-275211.6,
ZTF20aahkmzx,WISEA J062255.28-245010.5,
ZTF20aahbysn,WISEA J061729.76-212900.7,
ZTF20aahjzwq,WISEA J084540.25+042239.4,0.062799
ZTF20aahlizy,WISEA J065223.27-273511.8,
ZTF20aahmiwt,WISEA J083520.40+382708.1,0.053829
ZTF20aahofsn,WISEA J091247.36+483700.8,0.115337
ZTF20aahpith,2MASX J09420504+0815309,0.08573
ZTF20aagmpdc,SDSS J135824.41+560426.5,0.055
ZTF18aawiulg,WISEA J163702.21+511112.8,
ZTF20aahpxzz,WISEA J142332.06+172657.9,0.052822
ZTF20aahrwoc,LCRS B130004.6-024127,0.067508
ZTF20aahqabk,SDSS J134243.35+004556.3,0.073266
ZTF20aahgkhg,WISEA J140046.66+080921.1,
ZTF19aambkao,WISEA J145222.75+080317.4,0.139402
ZTF20aahqbib,MSPM 02872,0.0549
ZTF20aahqbla,2MASS J15054344+1117225,0.075964
ZTF20aahqbsr,NGC 5827,0.022055
ZTF20aahqbun,UGC  9262,0.028543
ZTF20aahqcpj,KUG 1436+484,0.025779
ZTF20aahqdch,WISEA J153657.25+273526.8,
ZTF20aahqcqn,WISEA J152855.11+224118.0,0.089022
ZTF20aahrwvs,SDSS J130930.67+141820.6,0.069
ZTF20aahsbsb,WISEA J144046.39+675248.5,
