oid,host_id,z
ZTF20aaaaexg,WISEA J002145.34+323736.9,0.100534
ZTF20aaaaiha,WISEA J235610.38+514452.0,
ZTF20aaaakav,WISEA J002201.64+470641.2,
ZTF20aaaboph,WISEA J223546.89+445250.1,
ZTF20aaabsib,SDSS J014754.26+155824.4,0.062
ZTF20aaactgu,2MASX J01371161+4021533,
ZTF20aaacxwz,UGC 02743,0.013576
ZTF20aaavzup,WISEA J093307.85+084643.7,0.125038
ZTF20aaavzur,SDSS J093257.85+083906.4,0.090
ZTF20aaaxfsp,SDSS J092317.73+065643.7,0.125
ZTF20aaawbkz,SDSS J095006.51+054325.4,0.092
ZTF20aaawbxl,WISEA J093757.32+064433.4,0.061762
ZTF20aaawfzb,WISEA J135928.14+812154.2,
ZTF20aaaymqt,SDSS J105928.27+215238.8,0.154
ZTF20aaaxacu,WISEA J103443.72+110310.6,0.022187
ZTF20aaaxaab,WISEA J105121.97-041655.1,0.1357
ZTF20aaaxakx,WISEA J101155.87+081516.3,0.101781
ZTF20aaaxcoe,WISEA J101412.55+090926.6,0.11855
ZTF20aaaxgll,SDSS J090453.62-013550.6,0.086
ZTF20aaaxfpz,SDSS J084839.58+004322.5,0.10457
ZTF20aaaxerd,WISEA J090348.79-053400.1,
ZTF20aaaxiox,SDSS J082659.38+041814.0,0.166
ZTF20aaaxkrh,SDSS J084546.55+161619.6,0.141
ZTF20aaayobf,WISEA J113752.62+082400.8,0.115329
ZTF18aahsxrw,WISEA J121431.90+301753.6,0.134252
ZTF19adcfyvu,SDSS J122922.12+625512.6,0.130
ZTF18aawdbcu,WISEA J130633.66+623919.4,0.133058
ZTF20aaayrmp,LEDA 2652402,0.13202
ZTF20aaayrpo,SDSS J171049.10+772242.6,0.082
ZTF20aaayurm,SDSS J113131.17+500507.1,0.250
