object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21abiawqa,2,2021-06-25T07:20:22.001Z,2021-06-27T06:15:39.997Z,3,TOM,2021-06-27T15:42:30.665Z,2021-06-27T16:04:48.238Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiawqa
ZTF21abicucd,2,2021-06-25T06:57:04.999Z,2021-06-27T04:37:29.997Z,3,TOM,2021-06-27T15:42:24.207Z,2021-06-27T16:04:43.267Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abicucd
ZTF21abidlko,2,2021-06-25T06:28:16.999Z,2021-06-27T05:34:57.002Z,3,TOM,2021-06-27T15:41:21.404Z,2021-06-27T16:04:38.630Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidlko
ZTF21abidexu,2,2021-06-25T06:20:01.996Z,2021-06-27T06:20:02.999Z,3,TOM,2021-06-27T15:41:15.486Z,2021-06-27T16:04:33.717Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidexu
ZTF21abidcij,2,2021-06-25T04:47:15.996Z,2021-06-27T04:56:38.002Z,3,TOM,2021-06-27T15:42:33.556Z,2021-06-27T16:04:20.888Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidcij
ZTF21abicwso,2,2021-06-25T04:35:36.000Z,2021-06-27T04:40:14.001Z,3,TOM,2021-06-27T15:42:39.613Z,2021-06-27T16:04:11.989Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abicwso
ZTF21abicwhw,2,2021-06-21T04:39:17.997Z,2021-06-27T04:40:14.001Z,3,TOM,2021-06-27T15:42:20.667Z,2021-06-27T16:03:52.865Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abicwhw
ZTF21abiewrh,3,2021-06-25T10:39:53.999Z,2021-06-27T10:55:13.002Z,3,TOM,2021-06-27T15:40:48.970Z,2021-06-27T16:03:40.978Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiewrh
ZTF21abiawcx,3,2021-06-25T06:57:04.999Z,2021-06-27T05:37:43.003Z,3,TOM,2021-06-27T15:40:25.787Z,2021-06-27T16:03:33.974Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiawcx
ZTF21abhyukx,3,2021-06-25T06:28:16.999Z,2021-06-27T05:34:57.002Z,3,TOM,2021-06-27T15:39:54.753Z,2021-06-27T16:03:29.354Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhyukx
ZTF18aavnfhh,3,2021-06-25T04:43:47.003Z,2021-06-27T04:47:41.000Z,3,TOM,2021-06-27T15:40:43.697Z,2021-06-27T16:03:24.635Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF18aavnfhh
ZTF21abidqoe,4,2021-06-25T05:46:11.000Z,2021-06-27T06:43:21.002Z,3,TOM,2021-06-27T15:38:54.042Z,2021-06-27T16:03:07.683Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidqoe
ZTF21abiawpf,4,2021-06-25T04:47:15.996Z,2021-06-27T06:15:39.997Z,3,TOM,2021-06-27T15:39:15.226Z,2021-06-27T16:03:00.127Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiawpf
ZTF21abiexrs,5,2021-06-27T11:07:33.000Z,2021-06-27T11:18:53.003Z,3,TOM,2021-06-27T15:28:40.707Z,2021-06-27T16:01:55.922Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiexrs
ZTF21abienbe,1,2021-06-27T09:14:14.997Z,2021-06-27T09:14:14.997Z,4,TOM,2021-06-27T12:48:46.120Z,2021-06-27T16:01:43.991Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abienbe
ZTF21abieebw,1,2021-06-27T08:03:35.997Z,2021-06-27T08:03:35.997Z,3,TOM,2021-06-27T15:35:00.887Z,2021-06-27T16:01:09.819Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abieebw
ZTF21abidyhu,1,2021-06-27T07:59:20.002Z,2021-06-27T07:59:20.002Z,4,TOM,2021-06-27T09:20:05.762Z,2021-06-27T16:01:04.213Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidyhu
ZTF21abidtrd,2,2021-06-27T06:52:41.998Z,2021-06-27T08:58:38.999Z,3,TOM,2021-06-27T15:30:34.462Z,2021-06-27T16:00:50.081Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidtrd
ZTF21abidpib,1,2021-06-27T06:05:36.000Z,2021-06-27T06:05:36.000Z,4,TOM,2021-06-27T09:20:13.133Z,2021-06-27T16:00:16.507Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidpib
ZTF21abidfzc,1,2021-06-27T05:06:59.996Z,2021-06-27T05:06:59.996Z,5,TOM,2021-06-27T09:20:22.400Z,2021-06-27T16:00:12.417Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidfzc
ZTF21abidegg,1,2021-06-27T05:03:30.000Z,2021-06-27T05:03:30.000Z,3,TOM,2021-06-27T15:32:51.081Z,2021-06-27T15:59:57.264Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidegg
ZTF21abidedr,1,2021-06-27T05:02:45.997Z,2021-06-27T05:02:45.997Z,3,TOM,2021-06-27T15:33:06.912Z,2021-06-27T15:59:52.632Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidedr
ZTF21abidgin,2,2021-06-27T04:38:11.002Z,2021-06-27T05:07:41.001Z,4,TOM,2021-06-27T09:19:50.081Z,2021-06-27T15:59:40.395Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abidgin
ZTF21abicreh,2,2021-06-27T04:32:42.000Z,2021-06-27T06:03:26.997Z,5,TOM,2021-06-27T07:13:33.321Z,2021-06-27T15:59:28.878Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abicreh
ZTF21abicriq,2,2021-06-27T04:31:19.997Z,2021-06-27T05:02:45.997Z,5,TOM,2021-06-27T09:19:58.471Z,2021-06-27T15:59:24.590Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abicriq
ZTF21abicwsf,2,2021-06-25T04:35:36.000Z,2021-06-27T04:40:14.001Z,2,TOM,2021-06-27T15:42:14.276Z,2021-06-27T15:44:43.683Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abicwsf
ZTF21abhttwp,2,2021-06-21T10:00:35.997Z,2021-06-27T09:13:31.002Z,2,TOM,2021-06-21T15:40:12.179Z,2021-06-27T15:41:11.778Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhttwp
ZTF21abicwlj,1,2021-06-27T04:40:53.996Z,2021-06-27T04:40:53.996Z,1,TOM,2021-06-27T15:32:27.968Z,2021-06-27T15:32:27.968Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abicwlj
ZTF21abiawat,2,2021-06-26T04:37:14.998Z,2021-06-26T06:34:07.999Z,5,TOM,2021-06-26T07:34:57.406Z,2021-06-26T16:58:52.558Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiawat
ZTF21abiawge,2,2021-06-20T06:38:35.001Z,2021-06-26T04:37:56.003Z,3,TOM,2021-06-26T14:32:39.426Z,2021-06-26T16:58:33.302Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiawge
ZTF21abhyqdn,3,2021-06-22T07:44:14.997Z,2021-06-26T07:21:35.000Z,3,TOM,2021-06-26T14:32:17.782Z,2021-06-26T16:58:26.934Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhyqdn
ZTF21abhyrgk,3,2021-06-22T07:27:12.997Z,2021-06-26T06:34:07.999Z,3,TOM,2021-06-26T14:31:56.129Z,2021-06-26T16:58:23.071Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhyrgk
ZTF21abhyqxt,3,2021-06-22T05:32:38.002Z,2021-06-26T07:10:18.998Z,3,TOM,2021-06-26T14:32:10.505Z,2021-06-26T16:58:10.407Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhyqxt
ZTF21abhrety,3,2021-06-20T09:21:53.003Z,2021-06-26T09:50:26.998Z,3,TOM,2021-06-26T14:32:00.228Z,2021-06-26T16:57:23.767Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhrety
ZTF21abhqodl,3,2021-06-20T06:04:05.998Z,2021-06-26T06:34:07.999Z,3,TOM,2021-06-26T14:32:06.764Z,2021-06-26T16:57:16.480Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhqodl
ZTF21abiawhc,3,2021-06-20T05:34:22.995Z,2021-06-26T04:42:41.996Z,3,TOM,2021-06-26T14:31:50.211Z,2021-06-26T16:57:12.226Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiawhc
ZTF21abhuqpe,4,2021-06-22T05:11:32.000Z,2021-06-26T06:12:14.996Z,5,TOM,2021-06-22T08:22:06.307Z,2021-06-26T16:57:08.631Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhuqpe
ZTF21abiaxnv,7,2021-06-20T06:06:08.003Z,2021-06-26T06:38:17.998Z,3,TOM,2021-06-26T14:29:28.471Z,2021-06-26T16:56:41.215Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiaxnv
ZTF21abickag,1,2021-06-26T11:30:16.997Z,2021-06-26T11:30:16.997Z,3,TOM,2021-06-26T13:35:01.267Z,2021-06-26T16:54:53.089Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abickag
ZTF21abicgqd,1,2021-06-26T10:51:54.999Z,2021-06-26T10:51:54.999Z,3,TOM,2021-06-26T13:30:57.224Z,2021-06-26T16:54:44.709Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abicgqd
ZTF21abicckd,1,2021-06-26T10:02:38.996Z,2021-06-26T10:02:38.996Z,4,TOM,2021-06-26T11:25:56.779Z,2021-06-26T16:54:34.355Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abicckd
ZTF21abiblpl,2,2021-06-26T07:40:26.996Z,2021-06-26T10:04:02.000Z,5,TOM,2021-06-26T11:41:07.470Z,2021-06-26T16:53:26.816Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiblpl
ZTF20aarenrz,2,2021-06-26T05:52:42.997Z,2021-06-26T06:52:17.996Z,5,TOM,2021-06-26T07:36:37.545Z,2021-06-26T16:53:07.685Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF20aarenrz
ZTF21abhzsho,2,2021-06-26T05:40:57.999Z,2021-06-26T07:29:23.997Z,5,TOM,2021-06-26T07:37:19.623Z,2021-06-26T16:53:00.113Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhzsho
ZTF21abibijc,2,2021-06-26T05:31:20.000Z,2021-06-26T07:09:38.001Z,4,TOM,2021-06-26T07:35:02.819Z,2021-06-26T16:52:55.462Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abibijc
ZTF21abhzicj,2,2021-06-26T05:23:15.996Z,2021-06-26T06:59:52.995Z,5,TOM,2021-06-26T07:34:52.100Z,2021-06-26T16:52:51.877Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhzicj
ZTF21abhynso,2,2021-06-26T05:19:52.999Z,2021-06-26T06:54:29.998Z,5,TOM,2021-06-26T07:35:15.818Z,2021-06-26T16:52:48.503Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhynso
ZTF21abhyswj,1,2021-06-26T05:17:08.001Z,2021-06-26T05:17:08.001Z,5,TOM,2021-06-26T07:37:33.401Z,2021-06-26T16:52:41.095Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhyswj
ZTF21abhzedz,1,2021-06-26T05:03:50.002Z,2021-06-26T05:03:50.002Z,5,TOM,2021-06-26T07:37:01.989Z,2021-06-26T16:52:37.564Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abhzedz
ZTF21abiawuu,1,2021-06-26T04:54:57.000Z,2021-06-26T04:54:57.000Z,2,TOM,2021-06-26T15:28:11.266Z,2021-06-26T16:52:34.646Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abiawuu
