oid,host_id,z
ZTF20acpijfo,WISEA J130654.86+561505.0,0.089363
ZTF20acpiiud,WISEA J131832.14+604057.2,0.076255
ZTF20acpiaox,WISEA J072749.47+505722.3,
ZTF18aacqksn,WISEA J072347.85+480213.5,
ZTF20acphliq,WISEA J080052.30-230954.4,
ZTF20acphjgz,WISEA J122523.92+612940.6,0.069432
ZTF20acphjfn,SDSS J124336.18+544813.0,0.301
ZTF20acphidb,WISEA J105019.43-125608.0,
ZTF20acphayb,SDSS J073824.87+343022.3,0.124
ZTF20acpgzhm,WISEA J075636.30+344136.2,0.072606
ZTF20acphapm,SDSS J073346.38+263426.8,0.144
ZTF20acpgicr,SDSS J094315.52+620435.6,0.114
ZTF20acphsbv,WISEA J072040.88+340424.1,
ZTF20acphvjk,WISEA J065308.58+492615.0,
ZTF20acphbpb,SDSS J075053.39+283552.2,0.124
ZTF20acpgnsn,MRK 1277,0.036258
ZTF20acpcuwx,SDSS J020914.21+330235.0,0.040
ZTF20acmgrda,WISEA J115901.88+281513.5,0.028836
