oid,host_id,z
ZTF20aayedgg,WISEA J142359.30-041849.5,0.115
ZTF20aaygzky,SDSS J171211.09+630145.1,0.173
ZTF18aangpkx,ZwCl 1700.5+3322 04,0.069948
ZTF20aaygizi,SDSS J210539.47+025549.4,0.053
ZTF20aaygmtm,SDSS J163814.50+304250.6,0.099
ZTF20aayfjxt,WISEA J160122.68+261722.1,0.090142
ZTF20aayfhrr,LCRS B144839.5-025310,0.086133
ZTF20aayeims,WISEA J153515.82-032639.2,0.061539
ZTF20aaxessh,SDSS J094317.11+601433.8,0.104
ZTF20aaydspc,WINGS J125259.40-154633.3,0.049868
ZTF20aaydwhd,WISEA J121928.63-134238.1,0.0947
ZTF20aaygtqv,SDSS J162117.66+781313.3,0.086
ZTF20aaygygr,WISEA J191404.65-190503.7,
