object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21abjnwwm,2,2021-07-04T11:04:43.000Z,2021-07-04T11:08:20.002Z,1,TOM,2021-07-04T17:10:45.857Z,2021-07-04T17:10:45.857Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjnwwm
ZTF21abjnret,2,2021-07-04T10:01:26.999Z,2021-07-04T11:02:21.001Z,1,TOM,2021-07-04T17:10:42.352Z,2021-07-04T17:10:42.352Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjnret
ZTF21abjbjba,2,2021-07-04T04:29:41.000Z,2021-07-04T05:42:58.000Z,2,TOM,2021-07-04T08:05:49.539Z,2021-07-04T17:10:10.697Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjbjba
ZTF21abjgzrj,2,2021-07-01T10:31:04.998Z,2021-07-04T09:07:52.996Z,1,TOM,2021-07-04T17:09:54.623Z,2021-07-04T17:09:54.623Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjgzrj
ZTF21abjgvum,2,2021-07-01T09:31:05.998Z,2021-07-04T09:03:48.000Z,1,TOM,2021-07-04T17:09:43.073Z,2021-07-04T17:09:43.073Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjgvum
ZTF21abjgvrz,2,2021-07-01T09:05:22.997Z,2021-07-04T09:04:28.997Z,1,TOM,2021-07-04T17:09:36.815Z,2021-07-04T17:09:36.815Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjgvrz
ZTF21abjdeot,2,2021-07-01T06:39:41.996Z,2021-07-04T06:46:15.003Z,1,TOM,2021-07-04T17:09:26.593Z,2021-07-04T17:09:26.593Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjdeot
ZTF21abjcqga,2,2021-06-29T04:33:41.002Z,2021-07-04T05:44:20.996Z,1,TOM,2021-07-04T17:05:34.680Z,2021-07-04T17:05:34.680Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjcqga
ZTF21abjhxqg,3,2021-07-01T09:26:10.000Z,2021-07-04T09:40:38.000Z,1,TOM,2021-07-04T17:04:55.340Z,2021-07-04T17:04:55.340Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjhxqg
ZTF21abjhcnv,3,2021-07-01T09:04:43.003Z,2021-07-04T09:34:25.003Z,1,TOM,2021-07-04T17:04:42.465Z,2021-07-04T17:04:42.465Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjhcnv
ZTF21abjerft,3,2021-07-01T07:28:59.001Z,2021-07-04T07:37:18.998Z,1,TOM,2021-07-04T17:03:57.347Z,2021-07-04T17:03:57.347Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abjerft
