oid,host_id,z
ZTF20aavqkqy,SDSS J114557.34+333957.3,
ZTF20aavsbox,WISEA J144109.65+080841.1,0.132721
ZTF20aavqfli,WISEA J113509.20+210629.4,0.066388
ZTF20aavpvaw,LCRS B121429.3-025451,0.107841
ZTF20aavpwxl,2MASX J12380621+0802452,0.08595
ZTF20aavpyul,SDSS J123240.69+390644.7,0.079
ZTF20aavfwdo,WISEA J140908.47+654808.8,0.067924
ZTF20aavpsfl,SDSS J102657.07+352453.4,0.098
ZTF20aavqnpb,SDSS J121126.70+404417.4,0.130
ZTF20aavgepe,SDSS J100900.08+375731.7,0.111
ZTF20aavtlja,WISEA J192636.19+744933.6,
ZTF20aavoydt,WISEA J091130.37+495752.1,0.119852
ZTF20aavqbdh,WISEA J110632.10+522443.1,0.114656
ZTF20aavpnqt,SDSS J112726.96+070409.1,
ZTF20aavqcth,WISEA J113936.33+234844.5,0.089933
ZTF20aavpteh,SDSS J102935.54+450236.2,0.090
ZTF20aavptjv,SDSS J105529.28+400624.9,0.138
ZTF20aavqaws,WISEA J114425.05+581209.3,0.051751
ZTF20aavqcee,SDSS J112851.25+382434.4,0.105
ZTF18aawwxzp,SDSS J091823.83+373536.2,0.188
ZTF20aavqekf,KUG 1202+137,0.076494
ZTF20aavpvgn,2dFGRS TGN184Z239,0.0836
ZTF20aavsjyx,WISEA J174228.76+395549.3,
ZTF20aavthea,WISEA J165902.00+575126.6,
ZTF20aavtgtv,WISEA J184254.27+620719.6,
ZTF20aavsioo,WISEA J170207.29+781729.7,0.059121
ZTF20aavslbn,SDSS J152829.69+164240.3,0.452
ZTF20aavrulv,SDSS J140313.22+123958.1,0.270
ZTF20aavrkxw,SDSS J140811.18+642421.8,0.102
ZTF20aaurzyt,WISEA J083804.87+480947.5,0.149532
ZTF18aawpwlf,2MASX J11193797+3006422,0.02344
ZTF20aavptjf,SDSS J101658.66+463038.7,0.085
ZTF20aavramo,CGCG 073-027,0.041635
ZTF20aavqcuv,SDSS J110751.88+263035.3,0.085
ZTF20aavqasb,WISEA J123308.60+692326.2,0.109219
ZTF18abhboqu,WISEA J131431.10+695022.9,
ZTF20aavpyxo,2MASX J13172193+3235136,0.061316
ZTF20aavpypl,SDSS J130526.85+100008.1,0.108
ZTF20aavqbfo,SDSS J105559.45+522404.2,0.647
ZTF20aavptfn,SDSS J103646.88+444945.2,0.137
ZTF20aavpnlv,NGC 3643,0.005838
ZTF20aavpkqg,SDSS J093756.51+224732.7,0.128
ZTF20aavorig,WISEA J085618.38+295714.6,0.721231
ZTF18aawxjwu,WISEA J093400.52+082516.8,0.112777
ZTF20aavohlk,WISEA J102537.61+155436.6,0.142365
ZTF20aavoicd,SDSS J111154.13+105555.4,0.137
ZTF20aavpwfu,SDSS J122139.64+065614.7,0.132
