oid,host_id,z
ZTF20acdkfjn,SDSS J093949.82+165443.3,0.084
ZTF20acgsdqt,WISEA J100558.23+761952.5,
ZTF20acgsdlb,NVSS J100608+521013,0.041449
ZTF20acgrxwn,SDSS J102017.38+630035.9,0.096
ZTF20acgsjui,SDSS J103003.86+473745.2,0.107
ZTF20accmtgt,WISEA J083433.71-015732.7,0.030334
ZTF20accmutv,WISEA J082423.32-032918.6,
ZTF20acgrvqo,WISEA J052506.90-211447.0,0.028867
ZTF20acgrzjd,WISEA J054120.93-223207.0,
ZTF20acgrjqm,SDSS J042014.78+823516.7,0.045
ZTF20acgnenc,WISEA J012926.55-152443.1,
ZTF20acgnelh,NGC 0858,0.041215
ZTF20acgqipf,WISEA J010549.29+760927.1,
ZTF20acgmqgv,SDSS J002137.36-193032.2,0.055
ZTF20acgnbvv,WISEA J010622.85-203646.6,
ZTF20acgpqqr,WISEA J011402.67+142242.5,0.059582
ZTF20acgpngg,WISEA J234510.40-254924.5,0.053067
ZTF20acgrwej,SDSS J083017.77-020049.5,0.499
ZTF20acgltxt,WISEA J214627.73-231148.1,
ZTF20acgluaj,WISEA J212737.87-193831.4,
ZTF20acgremo,WISEA J063726.35+223917.8,
ZTF20acgsgkq,WISEA J073522.98+282638.1,0.03889
ZTF20abznojz,WISEA J093554.62+373156.1,0.020387
ZTF20acgrymn,CGCG 147-063 NED02,0.03921
ZTF20acgprcg,SDSS J235703.63+175413.2,0.091
ZTF20acgsfqz,WISEA J081703.27+225904.4,0.096942
ZTF20acgsbma,WISEA J084804.47+315841.8,0.046519
