oid,host_id,z
ZTF20actvlbq,WISEA J101016.72+075719.7,0.083038
ZTF20actvkam,WISEA J095515.94-040248.9,0.057
ZTF18aadtuql,WISEA J085115.48+360738.7,0.08695
ZTF20actvffz,SDSS J084908.84+234908.8,0.129
ZTF20actvfgr,WISEA J083144.00+222924.5,0.088376
ZTF20actrwfd,WISEA J220034.69-182223.3,0.1066
ZTF20actrrms,SDSS J003427.59+365206.5,0.068
ZTF20actrovz,SDSS J234828.47-052344.4,0.068
ZTF20actrnjl,WISEA J000308.27-141958.8,
ZTF20actrjdy,WISEA J212026.38+361019.1,
ZTF20actrjog,WISEA J213341.77+334448.1,
ZTF20actrhll,SDSS J204059.21+262534.2,0.089
ZTF20actpavu,SDSS J232547.39+140245.2,0.073
ZTF20acttjze,WISEA J071006.49+163414.2,
ZTF20actrwym,SDSS J205634.64-001035.5,0.237
ZTF20actkuxm,SDSS J114257.42+020553.9,0.137
ZTF20actvpyc,SDSS J114814.13+133113.8,0.058
ZTF20actvmuw,WISEA J115153.60+481303.6,0.117473
ZTF20actvijj,SDSS J081742.21+452704.8,0.185
ZTF20actvmuk,SDSS J094809.17+520149.6,0.158
ZTF20acrxqkg,SDSS J004149.13+262501.8,0.110
ZTF20actvhme,WISEA J094427.69+465322.9,0.163611
ZTF20actvmlf,SDSS J110221.40+335500.9,0.440
ZTF20actvgsy,WISEA J091847.91+302116.7,0.10196
