oid,host_id,z
ZTF20aazbeed,SDSS J093727.33+203031.4,0.192
ZTF20aazbayz,WISEA J102037.06-072038.9,
ZTF20aaycnag,WISEA J000427.69+562102.0,
ZTF20aazewcq,2MFGC 16277,0.05162
ZTF20aaurmnq,SDSS J221231.83+110156.3,0.054
ZTF20aaurmtf,SDSS J233543.23+471509.0,0.035
ZTF20aazcnrv,ESO 511- G 049,0.022836
ZTF20aazewhe,SDSS J223554.49+182501.6,0.073
ZTF20aazciqx,SDSS J135401.10+144101.6,0.118
ZTF20aazcxve,SDSS J131354.38+214006.6,0.079
ZTF20aazewfp,SDSS J224058.51+210727.0,0.067
ZTF20aazcfhp,WISEA J102613.83-145751.7,0.035775
ZTF20aazcjti,WISEA J101826.65-135711.1,
ZTF20aazcikk,SDSS J133539.60+034343.2,0.141
