object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21accpwgb,2,2021-09-16T10:47:33.000Z,2021-09-19T09:42:57.000Z,4,TOM,2021-09-16T11:53:54.933Z,2021-09-19T15:36:15.243Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21accpwgb
ZTF21acdbcxy,2,2021-09-16T10:20:54.003Z,2021-09-19T08:00:18.002Z,1,TOM,2021-09-19T15:36:09.964Z,2021-09-19T15:36:09.964Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21acdbcxy
ZTF21acciklh,2,2021-09-16T10:04:38.003Z,2021-09-19T06:27:21.997Z,4,TOM,2021-09-16T11:54:18.626Z,2021-09-19T15:36:02.859Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21acciklh
ZTF21aacopki,2,2021-09-15T09:09:02.998Z,2021-09-17T07:50:40.004Z,1,TOM,2021-09-19T15:35:37.107Z,2021-09-19T15:35:37.107Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aacopki
ZTF21accoqbe,3,2021-09-16T09:23:14.997Z,2021-09-19T07:50:09.003Z,3,TOM,2021-09-16T13:37:54.690Z,2021-09-19T15:34:10.806Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21accoqbe
ZTF18acdwuhy,3,2021-09-16T08:54:41.996Z,2021-09-19T07:17:37.996Z,1,TOM,2021-09-19T15:34:03.839Z,2021-09-19T15:34:03.839Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF18acdwuhy
ZTF21acdagka,3,2021-09-16T05:39:12.997Z,2021-09-19T07:15:30.003Z,1,TOM,2021-09-19T15:34:00.057Z,2021-09-19T15:34:00.057Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21acdagka
ZTF21acbphas,6,2021-09-13T04:03:56.998Z,2021-09-19T05:04:03.999Z,1,TOM,2021-09-19T15:32:28.321Z,2021-09-19T15:32:28.321Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21acbphas
ZTF21acdedhc,8,2021-09-14T12:28:38.003Z,2021-09-19T12:37:29.000Z,1,TOM,2021-09-19T15:32:09.006Z,2021-09-19T15:32:09.006Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21acdedhc
ZTF21acdeatr,2,2021-09-19T12:07:34.999Z,2021-09-19T12:18:10.998Z,1,TOM,2021-09-19T15:30:50.364Z,2021-09-19T15:30:50.364Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21acdeatr
ZTF21acdebqp,4,2021-09-19T12:06:54.002Z,2021-09-19T12:21:03.003Z,1,TOM,2021-09-19T15:30:43.159Z,2021-09-19T15:30:43.159Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21acdebqp
ZTF21accyvib,1,2021-09-19T10:03:40.996Z,2021-09-19T10:03:40.996Z,1,TOM,2021-09-19T15:29:29.102Z,2021-09-19T15:29:29.102Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21accyvib
ZTF21acdalyp,1,2021-09-19T06:28:43.999Z,2021-09-19T06:28:43.999Z,1,TOM,2021-09-19T15:28:18.022Z,2021-09-19T15:28:18.022Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21acdalyp
ZTF18abbivut,1,2021-09-19T04:41:36.997Z,2021-09-19T04:41:36.997Z,1,TOM,2021-09-19T15:27:40.534Z,2021-09-19T15:27:40.534Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF18abbivut
ZTF21acdabbh,2,2021-09-19T03:54:21.997Z,2021-09-19T04:19:48.002Z,1,TOM,2021-09-19T15:27:16.576Z,2021-09-19T15:27:16.576Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21acdabbh
