oid,host_id,z
ZTF20acdcmku,WISEA J235423.94+060642.3,0.094536
ZTF20accspbj,WISEA J024521.60-111221.6,
ZTF20acdgbeo,SDSS J051810.30+825433.0,0.698
ZTF20acdfrje,WISEA J014314.62-125942.3,
ZTF20acdccye,2MASX J00221387+2228242,0.019523
ZTF20acdawrx,WISEA J214115.50+364256.5,
ZTF20acdbkqo,WISEA J001626.08+121218.8,0.088298
ZTF20acdeqgd,WISEA J013041.26-124348.3,0.083224
ZTF20acddzrd,WISEA J000204.63+002140.7,0.301422
ZTF20acdeowc,SDSS J020612.17-184948.9,0.143
ZTF20acddsbd,SDSS J021940.51+044553.3,0.484
ZTF20acdbono,LEDA 1418500,
ZTF20acdfufo,WISEA J030852.33+234841.4,
ZTF20acbtmts,SDSS J011819.24+044505.9,0.078
ZTF18abwejxi,WISEA J232159.83+412805.0,
ZTF20acdcszh,SDSS J020059.06+263149.2,0.449
ZTF20acbdgrz,SDSS J213846.26+165250.2,0.052
ZTF20acbeokd,UGC 02541,0.03829
ZTF20abzwfkc,WISEA J213005.71+285117.5,
ZTF20acbfvsv,CGCG 390-077,0.027949
ZTF20acdcdqq,WISEA J002854.84+470912.8,
ZTF20accxqqo,WISEA J054317.69+580514.4,
ZTF20acdewdg,SDSS J014234.85+220446.1,0.047
ZTF20accwzim,WISEA J054821.46-133833.8,
