object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21aaujuqq,2,2021-04-09T11:38:02.996Z,2021-04-11T08:18:46.998Z,4,TOM,2021-04-11T10:56:34.055Z,2021-04-11T16:30:55.663Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaujuqq
ZTF21aaugqxf,2,2021-04-09T05:37:17.999Z,2021-04-11T05:05:54.003Z,3,TOM,2021-04-11T15:17:50.316Z,2021-04-11T16:30:36.385Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaugqxf
ZTF21aaufvpg,2,2021-04-09T05:33:52.997Z,2021-04-11T04:40:22.002Z,3,TOM,2021-04-11T15:24:23.140Z,2021-04-11T16:30:32.702Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaufvpg
ZTF21aatliak,3,2021-04-08T10:00:27.996Z,2021-04-10T11:02:45.003Z,2,TOM,2021-04-10T16:35:20.815Z,2021-04-11T16:27:51.388Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aatliak
ZTF21aatwqvv,3,2021-04-08T05:45:38.998Z,2021-04-10T05:47:49.004Z,3,TOM,2021-04-10T16:05:50.500Z,2021-04-11T16:27:36.787Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aatwqvv
ZTF21aatvahv,3,2021-04-08T05:42:09.002Z,2021-04-10T04:11:11.002Z,2,TOM,2021-04-10T16:35:33.164Z,2021-04-11T16:27:32.657Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aatvahv
ZTF21aatwlhj,3,2021-04-08T05:35:09.997Z,2021-04-10T06:29:52.998Z,3,TOM,2021-04-10T16:07:06.960Z,2021-04-11T16:27:25.351Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aatwlhj
ZTF21aatwcou,3,2021-04-08T05:05:23.003Z,2021-04-10T05:09:03.997Z,3,TOM,2021-04-10T16:07:42.558Z,2021-04-11T16:26:56.371Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aatwcou
ZTF21aaubskl,3,2021-04-07T10:56:51.999Z,2021-04-10T11:28:11.000Z,2,TOM,2021-04-10T16:43:04.689Z,2021-04-11T16:25:29.602Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaubskl
ZTF21aauakph,5,2021-04-07T08:58:30.999Z,2021-04-11T07:49:43.999Z,3,TOM,2021-04-11T15:09:11.032Z,2021-04-11T16:22:48.753Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aauakph
ZTF21aaunadg,2,2021-04-11T11:21:04.003Z,2021-04-11T11:21:45.000Z,3,TOM,2021-04-11T15:06:14.642Z,2021-04-11T16:19:44.224Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaunadg
