object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21aawjcqa,1,2021-04-18T08:00:14.002Z,2021-04-18T08:00:14.002Z,3,TOM,2021-04-18T10:40:35.194Z,2021-04-18T16:03:42.652Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawjcqa
ZTF21aaurowq,1,2021-04-18T05:37:13.998Z,2021-04-18T05:37:13.998Z,4,TOM,2021-04-18T10:40:06.928Z,2021-04-18T16:02:56.877Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaurowq
ZTF18acxxjbs,1,2021-04-18T05:35:51.996Z,2021-04-18T05:35:51.996Z,3,TOM,2021-04-18T15:02:53.354Z,2021-04-18T16:02:27.054Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF18acxxjbs
ZTF21aawjgol,1,2021-04-18T08:14:46.003Z,2021-04-18T08:14:46.003Z,4,TOM,2021-04-18T10:39:26.813Z,2021-04-18T16:01:14.651Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawjgol
ZTF21aawgyya,1,2021-04-18T04:50:09.997Z,2021-04-18T04:50:09.997Z,4,TOM,2021-04-18T06:54:21.901Z,2021-04-18T16:00:30.493Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawgyya
ZTF21aawhueb,1,2021-04-18T05:43:34.996Z,2021-04-18T05:43:34.996Z,3,TOM,2021-04-18T15:01:19.371Z,2021-04-18T16:00:18.875Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawhueb
ZTF18aaquvxj,1,2021-04-18T07:53:55.000Z,2021-04-18T07:53:55.000Z,3,TOM,2021-04-18T10:38:42.223Z,2021-04-18T15:59:23.674Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF18aaquvxj
ZTF21aawjiss,1,2021-04-18T08:26:36.997Z,2021-04-18T08:26:36.997Z,4,TOM,2021-04-18T10:38:37.993Z,2021-04-18T15:59:07.222Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawjiss
ZTF21aawkspf,1,2021-04-18T10:28:02.997Z,2021-04-18T10:28:02.997Z,2,TOM,2021-04-18T15:33:07.861Z,2021-04-18T15:58:54.399Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawkspf
ZTF21aawkrkv,1,2021-04-18T10:18:00.996Z,2021-04-18T10:18:00.996Z,5,TOM,2021-04-18T10:38:34.113Z,2021-04-18T15:58:14.445Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawkrkv
