oid,host_id,z
ZTF20abstmwq,WISEA J232803.96-173039.4,
ZTF20absvoli,SDSS J020157.36+084719.5,0.138
ZTF20abstnhf,WISEA J232737.66-184226.4,
ZTF20abrnvnn,WISEA J022924.66-045848.7,0.266246
ZTF20absogvt,WISEA J215958.67-190535.6,0.057667
ZTF20abswgbn,SDSS J235107.77-194730.5,0.062
ZTF20abrjchj,SDSS J021627.93-080641.5,0.202
ZTF20absvwdh,SDSS J030357.37+032736.1,0.068
ZTF20abswoci,WISEA J235559.41-171316.0,
ZTF20absuiur,WISEA J001343.40-184544.8,
ZTF20absukai,WISEA J000104.65-132750.8,
ZTF20abstbvh,SDSS J002841.88+280951.2,0.088
ZTF20absobbc,SDSS J211912.40-005557.9,0.111
ZTF20abseype,WISEA J222837.84-044416.3,0.074755
ZTF20abstnkc,WISEA J233304.45-135900.4,0.068821
ZTF20absgesl,SDSS J003111.26+224913.5,0.142
ZTF20absxdkx,WISEA J024413.13+152306.9,
ZTF19aciefgg,SDSS J015324.48+081922.5,0.075
