oid,host_id,z
ZTF19acbpjqd,2MASX J20300531-2450095,
ZTF19accedxz,2MASX J18052154+4457321,0.03866
ZTF19accmcjt,2MASX J14425364+6338297,0.082956
ZTF19accmcjj,2MASX J16204052+0939586,0.089413
ZTF19accmcrg,SDSS J000619.09+161439.9,0.097
ZTF19accmevg,SDSS J162006.23+614903.3,0.087
ZTF19accmxky,GALEXASC J221101.44+364221.4,
ZTF19accmxtw,SDSS J222540.73+183509.9,0.058
ZTF19acbpdro,2MASX J20104401-2002204,
ZTF19accnvqh,SDSS J212936.52-021117.1,0.077
ZTF19accnzsg,SDSS J225219.67+141007.3,0.038528
ZTF19accpcsj,SDSS J011203.81+103606.3,0.085
ZTF19accpjjb,SDSS J011051.45+430807.5,0.172
ZTF19accpstt,GALEXASC J230238.90-162919.1,
ZTF19accptzl,SDSS J233428.80-035039.3,0.134
ZTF19accskys,2MASX J05335671-1833091,
ZTF19acbvenh,SDSS J051907.52-011641.6,0.078
ZTF19accsmmd,2MASX J09420476+2341066,0.0213
ZTF19acbvjex,2MASS J09212957+3750253,0.046484
ZTF19abzzuhj,KUG 0934+360,0.022516
