oid,host_id,z
ZTF19acpmvcr,WISEA J195838.14+715445.0,
ZTF19acpnmtc,WISEA J224717.66+385122.2,
ZTF19acprpex,WISEA J030614.36+255548.4,
ZTF19acpxsbm,SDSS J063732.87+371118.6,0.109
ZTF19acqcvqg,WISEA J090643.71-105610.2,0.031528
ZTF19acdakmf,WISEA J093421.85-054445.6,
ZTF19acqdcqb,WISEA J092056.27+301757.8,0.09396
ZTF19acqdadf,SDSS J094459.66+334109.9,0.291
ZTF19acqdipf,WISEA J090015.63+561820.0,0.11379
ZTF19acqehbt,NGC 2647,0.055001
ZTF19acqebwl,WISEA J091632.81+090014.1,0.131416
ZTF19acqeaiz,SDSS J093059.93-001013.5,0.207
