oid,host_id,z
ZTF20abykulk,WISEA J073345.51+393325.1,0.071293
ZTF20abylbuf,2MASX J02442067+1455087,0.0456
ZTF20abykfsr,WISEA J040358.88+283713.3,
ZTF20abyiycy,MCG +05-43-002,
ZTF20abyhryz,WISEA J164252.87+322715.4,
ZTF20abyhiuj,WISEA J172224.28+304031.4,0.109536
ZTF20abyheyz,SDSS J192046.71+373041.4,0.072
ZTF20abyjrxf,WISEA J214139.98+812335.8,
ZTF20abxyobz,SDSS J172111.30+664735.3,0.133
ZTF20abxolyb,WISEA J230249.52+494539.8,
ZTF20abyjooe,SDSS J004152.98+424043.4,0.092
ZTF20abxliow,SDSS J170341.79+420426.9,0.130
