oid,host_id,z
ZTF21aaafjad,SDSS J074708.57+432920.0,0.126
ZTF21aaadkeh,SDSS J003314.76+192731.1,0.317
ZTF21aaagmlj,WISEA J084003.91-184640.8,
ZTF21aaaecrv,WISEA J031105.46-255956.5,0.0755
ZTF20adadhnz,SDSS J001023.42+244046.2,0.074
ZTF21aaaelye,SDSS J033228.19+054608.2,0.056
ZTF21aaaduah,WISEA J021843.23+524024.5,
ZTF18achjfzr,IC 1575,0.019337
ZTF21aaacwmx,SDSS J015428.63+181051.3,0.678
ZTF21aaacrqn,SDSS J233453.10+235838.4,0.099
ZTF21aaaadvr,SDSS J235435.69+345251.0,0.010
ZTF21aaadhle,SDSS J020932.73-100308.3,0.179
ZTF21aaaevxq,WISEA J044843.79-032131.7,
ZTF21aaaaqcd,SDSS J014845.96-074821.5,0.187
ZTF21aaadiap,2MASX J00391894-0027226,0.045387
ZTF21aaadhjn,SDSS J020659.58-132637.7,0.084
ZTF21aaaernv,WISEA J043556.71+675736.3,
ZTF21aaaewsb,SDSS J052738.82-060852.4,0.178
ZTF20adaduxg,SDSS J051705.61-063925.9,0.019
ZTF21aaadhyx,SDSS J004834.57-084947.1,0.384
ZTF21aaabuoj,WISEA J102348.94-262810.4,
ZTF21aaafgmv,WISEA J080158.96+623006.1,
ZTF18aaqcfax,SDSS J103957.69+582943.9,0.102
ZTF21aaaekuh,WISEA J034824.58-223604.6,
ZTF21aaafrnh,WISEA J052318.28-275014.8,
