oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF21aasdhrc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aasdhqj,WISEA J212041.19+053345.0,320.17159,5.5625,0.06806852880774328,NED,True,0.535,NULL,
ZTF21aasdhir,WISEA J222936.28+401846.8,337.40104,40.313,5.967239489606219,NED,NULL,NULL,NULL,NULL
ZTF21aasdhhy,SDSS J222149.94+395023.7,335.458095414218,39.839916590834896,3.212502626196832,SDSSDR16,False,0.066663,0.014066999999999998,photoz
ZTF21aasdhhn,SDSS J222532.48+385703.5,336.38535054534196,38.9509779988053,5.577988349267694,SDSSDR16,False,0.045999,0.01851,photoz
ZTF21aasdcuw,WISEA J182625.75+305100.1,276.60728,30.8501,0.876332990931374,NED,NULL,NULL,NULL,NULL
ZTF21aasdazn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aascuue,WISEA J173835.56+661606.3,264.64818,66.26844,1.734789291842261,NED,NULL,NULL,NULL,NULL
ZTF21aascsrg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aascnvh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aasckgn,SDSS J140708.93+271855.0,211.78722,27.31529,1.6756820038834204,NED,NULL,NULL,NULL,NULL
ZTF21aascgqk,SDSS J164531.99+142503.1,251.38328332067601,14.4175345225855,4.020069057252555,SDSSDR16,True,0.05169822,1.253337e-05,specz
ZTF21aascgnw,SDSS J164210.08+093414.9,250.54200314748402,9.5708256384464,1.5076443548637286,SDSSDR16,False,0.144573,0.230194,photoz
ZTF21aascgal,WISEA J155819.03-015350.4,239.57919,-1.89735,0.41623932606862857,NED,NULL,NULL,NULL,NULL
ZTF21aascaho,SDSS J155039.14+263634.7,237.66308238662998,26.609647857391895,0.4802783132397177,SDSSDR16,False,0.143566,0.008323,photoz
ZTF21aasbxng,LEDA 1019808,214.76166666666663,-7.389722222222223,3.35370935199267,Simbad,NULL,NULL,NULL,NULL
