oid,host_id,z
ZTF21aacugzd,SDSS J154258.40+623443.8,0.066
ZTF21aacugnq,SDSS J133849.23-020408.8,0.112
ZTF21aacufqf,WISEA J135651.57+054441.9,0.080276
ZTF21aacufip,SDSS J152126.71+364605.9,0.068
ZTF21aacugws,SDSS J152021.51+335425.9,0.095
ZTF21aacufix,SDSS J155847.36+352346.7,0.456
ZTF21aacujpk,SDSS J174040.80+621721.0,0.283
ZTF21aacuhmt,SDSS J133046.75+223840.7,0.148
ZTF21aacudxe,SDSS J132707.83+112109.3,0.087
ZTF21aacuhnv,SDSS J133349.58+144115.8,0.148
ZTF21aacuaij,SDSS J124722.66+291217.8,0.158
ZTF21aacublg,WISEA J103720.95+540325.5,0.070793
ZTF18aabvotu,WISEA J122835.63+274034.4,0.124756
ZTF21aactvqt,SDSS J111041.06+281018.5,0.138
ZTF21aacsume,WISEA J112025.21+153415.7,0.166222
ZTF21aacqtnt,WISEA J065854.65+314057.0,
ZTF21aacqlko,SDSS J074920.69+463739.3,0.099
ZTF21aacpasn,WISEA J034358.41+335505.8,
ZTF21aacufpi,2MASX J14155918+1830496,0.056591
ZTF21aacsopc,WISEA J092707.81+603226.6,0.143916
ZTF21aactyvp,WISEA J125449.21-191726.3,
ZTF21aacuhhg,SDSS J132108.79+391058.1,0.152
ZTF21aacuhay,WISEA J165331.98+590131.3,
ZTF21aacugwg,SDSS J145758.99+330849.6,0.280
ZTF21aacujjk,SDSS J142448.53+282835.6,0.260
ZTF21aabavaz,WISEA J023713.54-273055.7,
ZTF21aaazrrs,SDSS J231851.43+023048.9,0.100
ZTF21aacuegh,SDSS J124112.52+583144.1,0.147
ZTF21aabyizh,SDSS J124325.30+211355.5,0.165
ZTF21aaaowxp,SDSS J141507.42+581827.9,0.141
ZTF21aacsnql,SDSS J114753.89+382935.9,0.145
ZTF20acrseou,WISEA J173806.87+111836.5,
ZTF21aacssmm,WISEA J102135.76+210124.3,0.183591
ZTF21aacufjp,SDSS J150100.67+232134.9,0.548
ZTF21aacufrg,WISEA J141458.82+222338.2,0.114432
ZTF21aacuhjl,SDSS J134730.01+453000.3,0.124
ZTF21aacsuwx,SDSS J115118.15+181933.2,0.088
ZTF21aacfvpg,WISEA J083757.43+271532.0,0.08478
ZTF21aabyqfl,SDSS J145611.18+224817.3,0.098
ZTF21aacsmcd,SDSS J102331.18+143253.9,0.102
ZTF21aacuhlb,SDSS J135226.65+313445.2,0.209
ZTF21aaarvww,SDSS J023641.00-045425.0,0.162
ZTF21aabyoxv,SDSS J125423.54+300506.1,0.048
ZTF21aacueql,SDSS J143058.70+261737.2,0.225
ZTF21aaazgdx,WISEA J222628.46+131748.2,0.103232
ZTF21aaaqubt,SDSS J225613.14+263823.4,0.163
ZTF21aactwbe,WISEA J113235.42+192351.2,
ZTF20aczhbip,LEDA 2759730,
ZTF21aacuera,SDSS J143825.16+290337.6,0.069
ZTF18aatjlin,WISEA J130944.40+511514.8,0.055806
ZTF21aacuhny,SDSS J131101.50+244300.1,0.130
ZTF21aacngjg,NGC 7501,0.042663
ZTF21aacufgy,SDSS J173656.42+593310.0,0.086
ZTF21aacugya,SDSS J143907.78+491938.4,0.153
ZTF21aacsnsp,SDSS J101231.71+623528.5,0.214
ZTF21aabytaz,SDSS J133849.92+364109.9,0.192
ZTF21aacndur,WISEA J215841.81+363415.7,
ZTF21aabhnom,SDSS J010335.78+271707.4,0.169
ZTF21aabyhdj,SDSS J110115.81+195408.9,0.175
