oid,host_id,z
ZTF19acyngrm,WISEA J005742.01-122329.5,
ZTF19acynhrc,SDSS J222027.06+140327.7,0.298
ZTF19acynhur,SDSS J221319.68+224754.4,0.119
ZTF19acynhyf,WISEA J224932.11+262913.1,0.154914
ZTF19acynqtm,LEDA 2367941,
ZTF19acynqub,WISEA J205423.87+080714.0,
ZTF19acynrxg,SDSS J234743.71+411245.3,0.044
ZTF19acxolxz,WISEA J080332.40+802509.6,
ZTF19acynvrp,SDSS J021030.34+010221.7,0.244
ZTF19acyoaxb,SDSS J022025.72-101626.9,0.141
ZTF19acyogvo,SDSS J035036.68+362940.2,0.073
ZTF19acyoigd,SDSS J030406.39-081440.0,0.074
ZTF19acyqfkm,WISEA J033706.69-035017.1,
ZTF19acyoqkh,SDSS J045105.09-060146.0,0.085
ZTF19acypxgo,SDSS J043755.03-052837.1,0.150
ZTF19acyqeaw,WISEA J041147.81-055511.8,0.038828
ZTF19acyplkt,WISEA J040435.19-101211.5,
ZTF19acyqhhg,WISEA J050014.38-015225.8,
ZTF19acxxraj,CGCG 118-017,0.077967
ZTF19acyszeb,WISEA J084431.32+405330.8,0.125987
ZTF19acytcsg,2MASS J10202902+5027597,0.031922
ZTF19acyiqnw,CGCG 365-006,0.032889
ZTF19acytioe,WISEA J121453.55+101748.6,0.092683
ZTF19acxyrzw,SDSS J130454.21+480613.8,0.307
