oid,host_id,z
ZTF20abyrujg,WISEA J042925.80+863041.1,
ZTF20abyplbz,SDSS J205245.94+165221.9,0.071
ZTF20abypedk,SDSS J172722.79+605957.3,0.167
ZTF20abyqtno,WISEA J231610.60+102903.6,0.124139
ZTF20abyqdyg,SDSS J221849.80+084636.4,0.109
ZTF20abyoxjn,SDSS J170518.55+275329.7,0.120
ZTF20abyrdjp,SDSS J003518.44+411500.7,0.041
ZTF20abyhxax,WISEA J175838.29+313430.2,
ZTF20abyptpc,NGC 7722,0.013429
ZTF20abyqwfc,WISEA J232302.71-164912.2,
ZTF20abyqfsw,WISEA J211550.67-064456.3,0.12319
ZTF20abypolq,SDSS-II SN 02923,0.145364
ZTF20abylrzl,SDSS J211838.53+000838.1,0.251
ZTF20abyoxgt,WISEA J165016.18+274124.4,0.130267
