oid,host_id,z
ZTF20aatwcnc,SDSS J085906.51+182236.0,0.099
ZTF20aatwanv,WISEA J084406.55+520325.6,0.088487
ZTF20aatwisu,WISEA J081844.81+524947.0,0.03386
ZTF20aatwakl,SDSS J085617.44+474902.9,0.236
ZTF20aatwjno,WISEA J085739.32+375911.2,0.093436
ZTF20aatwjna,SDSS J085535.74+380356.0,0.130
ZTF20aatwouw,CGCG 122-077,0.059405
ZTF20aatxcyh,SDSS J094626.61+575759.4,0.109
ZTF20aatwacm,WISEA J092824.40+551717.1,0.086707
ZTF20aatxhol,SDSS J090143.66+192340.9,0.249
ZTF20aatwonv,WISEA J090347.85+290936.4,0.022646
ZTF20aatvupb,CGCG 031-021,0.03878
ZTF18aawwoqo,WISEA J094612.13+081836.3,0.080352
ZTF20aatwqxw,UGC 05426,0.023256
ZTF20aatxnxs,WISEA J102454.26+092759.3,0.046295
ZTF20aatxree,WISEA J105807.06+224337.5,0.09745
ZTF20aatxpun,SDSS J105609.22+144107.9,0.256
ZTF20aatyaif,SDSS J110434.02+132249.0,0.096
ZTF20aatsrzc,WISEA J115601.42+141103.5,
ZTF20aatzeiq,WISEA J111242.09+333807.1,
ZTF20aatpmlq,SDSS J112739.53+610117.3,0.146
ZTF20aatzfin,SDSS J133217.80+670023.3,0.066865
ZTF20aatzhhl,NGC 4568,0.007522
ZTF20aatzwgk,CGCG 108-053,0.0145
ZTF20aatzxsi,WISEA J153614.91+275353.1,0.118364
ZTF20aatxdai,SDSS J093316.04+532011.0,0.246
ZTF20aatxdfk,SDSS J093530.01+561803.5,
