oid,host_id,z
ZTF19achaqju,WISEA J080548.03+400300.0,0.093308
ZTF19achaspq,UGC 10976,0.016401
ZTF19achaxps,2MASS J19231450-2418586,
ZTF19achbchr,WISEA J191252.73+494727.8,
ZTF19achbgzn,SDSS J003107.17+202519.0,0.117
ZTF19accvgap,WISEA J214900.11+263547.9,0.118427
ZTF19achehes,SDSS J001109.13-044941.4,0.152
ZTF19achiyvy,MCG -01-05-022,0.020291
ZTF19acgrbeb,SDSS J014441.52+075650.3,0.380
ZTF19achjcxf,WISEA J014518.07+113550.2,0.025611
ZTF19acgcdzj,WISEA J022719.90+104215.5,
ZTF19achjtvo,WISEA J023352.38+131540.6,
ZTF19achjvnp,WISEA J024004.25+171119.4,
ZTF19achkeaj,SDSS J060427.71+821710.6,0.038
ZTF19achoxim,WISEA J052252.04+014854.3,
ZTF19achsqtz,WISEA J052703.58-020348.9,
ZTF19achspzk,WISEA J050219.90-014454.5,
ZTF19achtehz,SDSS J082100.71+054502.6,0.260
ZTF19achtfio,WISEA J080229.25+413853.4,0.132539
ZTF19achteya,SDSS J085142.67+372104.3,0.175
ZTF19achtewn,WISEA J092736.27+370033.1,0.096184
ZTF19achteyl,WISEA J103016.98+482230.1,0.136338
ZTF19achtfhz,WISEA J104158.33+420924.1,0.118726
ZTF19achtfqa,MSPM 09332,0.12569
