oid,host_id,z
ZTF20aazkxcw,CGCG 079-009,0.035525
ZTF20aazkjfv,LCRS B134642.6-033118,0.036962
ZTF20aazkaze,SDSS J134046.91+532910.2,0.216
ZTF20aazjpyz,SDSS J125158.33+313123.0,0.154
ZTF20aazjnqd,SDSS J112140.32+034737.7,0.100
ZTF20aazjiyl,SDSS J130511.91+195226.5,0.190
ZTF20aazhrnn,WISEA J150408.29+433245.9,0.074679
ZTF20aayvsxe,WISEA J141146.75+430552.0,0.153826
ZTF20aazhylj,SDSS J135647.43+174941.0,0.176
ZTF20aazhydv,2MASX J13431616+1636214,0.075967
ZTF20aazhyhr,WISEA J133101.49+154819.1,0.076822
ZTF20aazhxsw,SDSS J142256.59-015300.4,0.425
ZTF20aazhyrs,LCRS B141536.1-054241,0.059908
ZTF20aazhxjf,WISEA J141139.15-112310.2,
ZTF20aazjrft,WISEA J124831.80+335704.6,0.135596
ZTF20aazhlli,SDSS J135717.23+655513.2,0.187
ZTF20aazhjvm,SDSS J140210.98+660417.2,0.170
ZTF20aayvuiw,SDSS J123839.23+613126.4,0.117
ZTF20aayvubx,MSPM 00836,0.04156
ZTF20aazhcwt,SDSS J120959.61+480633.4,0.140
ZTF20aazbnkj,WISEA J124204.12+464231.8,0.141516
ZTF20aazhclk,WISEA J121844.64+365426.0,0.133703
ZTF20aaywban,WISEA J121354.49+555502.3,0.031076
ZTF20aazbmdy,SDSS J114113.90+693912.8,0.062
ZTF20aazgywz,WISEA J114457.30+644951.8,0.042249
ZTF20aazgxsa,SDSS J113429.60+490719.8,0.143
ZTF20aayvale,SDSS J115917.99+492148.5,0.217
ZTF20aazgxgk,WISEA J112721.31+431531.3,0.075947
ZTF20aayuztw,SDSS J115448.58+431734.5,0.107
ZTF20aazgyeu,SDSS J110930.51+424308.1,0.358
ZTF20aazgtum,SDSS J114007.98+164548.5,0.118
ZTF20aayuznb,WISEA J120346.00+232343.0,0.082485
ZTF20aazgttn,SDSS J120550.51+194630.0,0.101
ZTF20aayuzwz,WISEA J115048.48+222819.5,0.141442
ZTF20aazgtmp,WISEA J120258.54+200506.9,0.02372
ZTF20aaynnyd,WISEA J101844.43+421324.4,0.094988
ZTF20aazgnpn,KUG 0903+443,0.049333
ZTF20aazgazb,SDSS J085739.29+452408.8,0.087
ZTF20aazgeep,WISEA J103445.39+450746.3,0.102884
ZTF20aaziyvt,SDSS J103730.77+583217.9,0.278
ZTF20aazgirg,SDSS J110922.53+514439.5,0.179
ZTF20aazgeky,SDSS J110049.69+440429.8,0.250
ZTF20aazfzmm,WISEA J112009.42+355736.0,0.173162
ZTF20aayvlky,SDSS J112442.29+345259.7,0.135
ZTF20aaoxyju,WISEA J110037.06+040355.1,0.012381
ZTF20aazfxvw,SDSS J111125.96+073523.9,0.099
ZTF20aazfvxe,SDSS J113326.22-000610.4,0.122
ZTF20aazihjt,SDSS J104421.91+090719.8,0.153
ZTF20aazjlaa,SDSS J130311.49+181920.1,0.117
ZTF20aazdfwc,WISEA J151452.37-140229.7,
ZTF20aazeyrf,MCG -01-55-001,0.027472
ZTF20aazcxve,SDSS J131354.38+214006.6,0.079
