object,nobs,first_detection,last_detection,count,report_type,last_date,first_date,source,alerce_link
ZTF21acgsddb,1,2021-10-09T09:33:32.999Z,2021-10-09T09:33:32.999Z,1,TOM,2021-10-09T15:32:26.254054Z,2021-10-09T15:32:26.254054Z,,https://alerce.online/object/ZTF21acgsddb
ZTF21acgtpqh,1,2021-10-09T10:32:48.998Z,2021-10-09T10:32:48.998Z,1,TOM,2021-10-09T15:31:35.954049Z,2021-10-09T15:31:35.954049Z,,https://alerce.online/object/ZTF21acgtpqh
ZTF21acfaipt,1,2021-10-09T10:50:46.000Z,2021-10-09T10:50:46.000Z,1,TOM,2021-10-09T15:30:57.674237Z,2021-10-09T15:30:57.674237Z,,https://alerce.online/object/ZTF21acfaipt
ZTF21acgupte,1,2021-10-09T11:22:35.000Z,2021-10-09T11:22:35.000Z,1,TOM,2021-10-09T15:30:17.065353Z,2021-10-09T15:30:17.065353Z,,https://alerce.online/object/ZTF21acgupte
ZTF21acgumer,1,2021-10-09T11:18:30.997Z,2021-10-09T11:18:30.997Z,1,TOM,2021-10-09T15:04:47.152789Z,2021-10-09T15:04:47.152789Z,,https://alerce.online/object/ZTF21acgumer
ZTF21acgunkr,1,2021-10-09T11:21:54.003Z,2021-10-09T11:21:54.003Z,1,TOM,2021-10-09T15:04:36.893834Z,2021-10-09T15:04:36.893834Z,,https://alerce.online/object/ZTF21acgunkr
ZTF21acfkwqp,3,2021-10-03T03:46:46.004Z,2021-10-07T08:24:02.998Z,1,TOM,2021-10-09T15:01:37.894195Z,2021-10-09T15:01:37.894195Z,,https://alerce.online/object/ZTF21acfkwqp
ZTF21acgriay,1,2021-10-09T08:41:04.004Z,2021-10-09T08:41:04.004Z,1,TOM,2021-10-09T14:59:59.892877Z,2021-10-09T14:59:59.892877Z,,https://alerce.online/object/ZTF21acgriay
ZTF21acgrmpf,1,2021-10-09T08:50:50.997Z,2021-10-09T08:50:50.997Z,1,TOM,2021-10-09T14:59:55.492752Z,2021-10-09T14:59:55.492752Z,,https://alerce.online/object/ZTF21acgrmpf
ZTF20aaprrgg,4,2021-10-09T09:03:57.004Z,2021-10-09T10:09:16.998Z,1,TOM,2021-10-09T14:59:49.385898Z,2021-10-09T14:59:49.385898Z,,https://alerce.online/object/ZTF20aaprrgg
ZTF21acgrnzr,2,2021-10-09T09:04:38.001Z,2021-10-09T10:09:16.998Z,1,TOM,2021-10-09T14:59:41.112284Z,2021-10-09T14:59:41.112284Z,,https://alerce.online/object/ZTF21acgrnzr
ZTF21acgtygt,2,2021-10-09T09:13:38.001Z,2021-10-09T10:43:47.997Z,1,TOM,2021-10-09T14:59:35.366094Z,2021-10-09T14:59:35.366094Z,,https://alerce.online/object/ZTF21acgtygt
ZTF21acgrrnl,4,2021-10-09T09:14:18.997Z,2021-10-09T11:10:12.996Z,1,TOM,2021-10-09T14:59:31.037543Z,2021-10-09T14:59:31.037543Z,,https://alerce.online/object/ZTF21acgrrnl
ZTF21acgsbiq,1,2021-10-09T09:33:32.999Z,2021-10-09T09:33:32.999Z,1,TOM,2021-10-09T14:58:13.192799Z,2021-10-09T14:58:13.192799Z,,https://alerce.online/object/ZTF21acgsbiq
ZTF21acgrzna,1,2021-10-09T09:34:13.996Z,2021-10-09T09:34:13.996Z,1,TOM,2021-10-09T14:58:03.825399Z,2021-10-09T14:58:03.825399Z,,https://alerce.online/object/ZTF21acgrzna
ZTF21acgsabo,1,2021-10-09T09:34:13.996Z,2021-10-09T09:34:13.996Z,1,TOM,2021-10-09T14:57:53.732526Z,2021-10-09T14:57:53.732526Z,,https://alerce.online/object/ZTF21acgsabo
ZTF21acgsfhj,1,2021-10-09T09:34:13.996Z,2021-10-09T09:34:13.996Z,1,TOM,2021-10-09T14:57:47.452721Z,2021-10-09T14:57:47.452721Z,,https://alerce.online/object/ZTF21acgsfhj
ZTF21acgsfhh,1,2021-10-09T09:34:13.996Z,2021-10-09T09:34:13.996Z,1,TOM,2021-10-09T14:57:40.873706Z,2021-10-09T14:57:40.873706Z,,https://alerce.online/object/ZTF21acgsfhh
ZTF21acgtcag,1,2021-10-09T09:53:29.000Z,2021-10-09T09:53:29.000Z,1,TOM,2021-10-09T14:57:19.814577Z,2021-10-09T14:57:19.814577Z,,https://alerce.online/object/ZTF21acgtcag
