object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21abcwcqs,2,2021-05-28T04:19:37.997Z,2021-05-30T04:28:52.996Z,3,TOM,2021-05-30T14:55:09.166Z,2021-05-30T15:48:54.810Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcwcqs
ZTF21abcwblj,2,2021-05-28T05:01:56.999Z,2021-05-30T04:27:31.003Z,3,TOM,2021-05-30T14:55:23.784Z,2021-05-30T15:48:16.527Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcwblj
ZTF21abcxhvn,2,2021-05-28T05:39:39.003Z,2021-05-30T07:05:13.004Z,3,TOM,2021-05-30T14:54:51.416Z,2021-05-30T15:47:50.642Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcxhvn
ZTF21abctjpr,2,2021-05-28T09:08:39.998Z,2021-05-30T06:45:53.999Z,3,TOM,2021-05-30T14:54:18.131Z,2021-05-30T15:47:09.593Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abctjpr
ZTF21abcnqhs,2,2021-05-28T07:03:17.997Z,2021-05-30T08:05:37.000Z,4,TOM,2021-05-28T09:52:05.525Z,2021-05-30T15:46:50.450Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcnqhs
ZTF21abctfpg,2,2021-05-28T04:39:31.000Z,2021-05-30T07:22:03.996Z,3,TOM,2021-05-30T14:54:24.997Z,2021-05-30T15:46:32.071Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abctfpg
ZTF21abcvfxf,2,2021-05-25T09:53:19.996Z,2021-05-30T09:21:34.004Z,3,TOM,2021-05-30T14:54:29.302Z,2021-05-30T15:46:11.222Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcvfxf
ZTF21abcyiwo,3,2021-05-28T07:47:24.999Z,2021-05-30T08:21:28.998Z,3,TOM,2021-05-30T14:53:59.071Z,2021-05-30T15:45:32.564Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcyiwo
ZTF21abdaflp,3,2021-05-29T11:21:19.995Z,2021-05-30T11:25:30.996Z,3,TOM,2021-05-30T14:53:23.217Z,2021-05-30T15:44:27.902Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abdaflp
ZTF21abcpsjy,3,2021-05-28T05:12:43.004Z,2021-05-30T07:44:45.003Z,1,TOM,2021-05-30T15:44:01.594Z,2021-05-30T15:44:01.594Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcpsjy
ZTF21abcpbjj,3,2021-05-28T05:26:24.996Z,2021-05-30T07:41:10.999Z,3,TOM,2021-05-30T14:53:06.961Z,2021-05-30T15:43:22.194Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcpbjj
ZTF21abcozcv,4,2021-05-25T05:25:07.003Z,2021-05-30T07:55:01.001Z,3,TOM,2021-05-30T14:52:45.287Z,2021-05-30T15:42:48.208Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcozcv
ZTF21abckwhn,5,2021-05-25T09:49:52.999Z,2021-05-30T10:25:54.001Z,1,TOM,2021-05-30T15:42:10.765Z,2021-05-30T15:42:10.765Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abckwhn
ZTF21abdaeys,5,2021-05-29T11:21:19.995Z,2021-05-30T11:32:16.998Z,3,TOM,2021-05-30T14:52:09.135Z,2021-05-30T15:40:57.886Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abdaeys
ZTF21abcxmpe,1,2021-05-30T07:13:18.001Z,2021-05-30T07:13:18.001Z,2,TOM,2021-05-30T14:50:54.784Z,2021-05-30T15:34:58.265Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcxmpe
ZTF21abctjmq,1,2021-05-30T06:45:53.999Z,2021-05-30T06:45:53.999Z,4,TOM,2021-05-30T08:29:28.583Z,2021-05-30T15:31:46.897Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abctjmq
ZTF21abcykwy,1,2021-05-30T08:27:37.002Z,2021-05-30T08:27:37.002Z,3,TOM,2021-05-30T14:48:38.667Z,2021-05-30T15:30:29.451Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcykwy
ZTF21abcwcuh,1,2021-05-30T04:30:13.996Z,2021-05-30T04:30:13.996Z,5,TOM,2021-05-30T07:00:43.576Z,2021-05-30T15:30:18.096Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcwcuh
ZTF21abcxner,1,2021-05-30T07:18:00.996Z,2021-05-30T07:18:00.996Z,3,TOM,2021-05-30T14:48:46.802Z,2021-05-30T15:30:03.285Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcxner
ZTF21abdahai,1,2021-05-30T11:35:21.998Z,2021-05-30T11:35:21.998Z,4,TOM,2021-05-30T14:49:00.008Z,2021-05-30T15:29:26.463Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abdahai
ZTF21abcygjv,1,2021-05-30T08:16:38.003Z,2021-05-30T08:16:38.003Z,2,TOM,2021-05-30T15:21:26.131Z,2021-05-30T15:29:03.233Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcygjv
ZTF21abdaeyr,2,2021-05-30T11:18:44.000Z,2021-05-30T11:22:07.999Z,3,TOM,2021-05-30T14:47:48.471Z,2021-05-30T15:27:34.803Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abdaeyr
ZTF21abcvfuj,2,2021-05-30T09:23:36.000Z,2021-05-30T10:17:01.000Z,3,TOM,2021-05-30T14:47:46.153Z,2021-05-30T15:26:36.712Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcvfuj
ZTF21abcpbgy,2,2021-05-28T05:27:04.999Z,2021-05-30T06:49:16.003Z,3,TOM,2021-05-28T14:20:45.730Z,2021-05-30T15:01:41.472Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcpbgy
ZTF21abcounq,2,2021-05-28T04:45:03.000Z,2021-05-30T07:22:43.999Z,3,TOM,2021-05-28T14:24:06.191Z,2021-05-30T15:01:34.472Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcounq
ZTF21abckuxr,2,2021-05-25T10:04:07.996Z,2021-05-30T10:33:35.999Z,5,TOM,2021-05-25T12:15:02.136Z,2021-05-30T15:00:47.354Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abckuxr
ZTF21abcptwm,3,2021-05-28T06:33:28.998Z,2021-05-30T07:38:26.001Z,4,TOM,2021-05-28T09:52:02.479Z,2021-05-30T15:00:18.310Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcptwm
ZTF21abdaemp,3,2021-05-27T11:28:55.004Z,2021-05-30T11:18:03.997Z,2,TOM,2021-05-30T14:54:03.696Z,2021-05-30T15:00:04.456Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abdaemp
ZTF21abcovxx,4,2021-05-28T04:54:50.996Z,2021-05-30T07:44:05.000Z,3,TOM,2021-05-28T14:25:44.933Z,2021-05-30T14:58:40.845Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcovxx
ZTF21abcowbx,4,2021-05-28T04:54:50.996Z,2021-05-30T07:44:05.000Z,5,TOM,2021-05-28T09:51:51.442Z,2021-05-30T14:58:36.509Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcowbx
ZTF21abcrhpk,5,2021-05-25T10:53:22.997Z,2021-05-30T10:43:43.003Z,4,TOM,2021-05-28T14:35:00.508Z,2021-05-30T14:57:22.891Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcrhpk
ZTF21abczngs,1,2021-05-30T10:17:01.000Z,2021-05-30T10:17:01.000Z,2,TOM,2021-05-30T14:47:52.987Z,2021-05-30T14:55:04.579Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abczngs
ZTF19aasmdxg,1,2021-05-30T09:11:05.003Z,2021-05-30T09:11:05.003Z,1,TOM,2021-05-30T14:50:47.160Z,2021-05-30T14:50:47.160Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF19aasmdxg
ZTF21abcygjv,1,2021-05-30T08:16:38.003Z,2021-05-30T08:16:38.003Z,2,Bogus,2021-05-30T14:48:30.838Z,2021-05-30T14:50:06.103Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcygjv
ZTF21abcxpaf,1,2021-05-30T07:22:03.996Z,2021-05-30T07:22:03.996Z,1,TOM,2021-05-30T14:49:52.510Z,2021-05-30T14:49:52.510Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcxpaf
ZTF21abcyymd,1,2021-05-30T09:15:15.001Z,2021-05-30T09:15:15.001Z,1,TOM,2021-05-30T14:48:16.565Z,2021-05-30T14:48:16.565Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcyymd
