oid,host_id,z
ZTF20ablmvum,WISEA J003207.27+405409.7,
ZTF20ablklei,KUG 2351+260,0.024967
ZTF20ablkiat,SDSS J221616.73-052607.9,0.121
ZTF20ablkhjd,SDSS J220856.11-080835.2,0.188
ZTF20ablkpou,SDSS J203708.06+135524.7,0.038
ZTF20abljxlg,WISEA J202832.87-255238.4,0.039988
ZTF20abligvh,WISEA J193334.44-083311.6,0.058017
ZTF20ablhhth,SDSS J143808.85+221253.3,0.070
ZTF20ablgrst,WISEA J152406.16+191118.8,0.147058
ZTF20abliiex,WISEA J191304.27-184411.7,0.039184
ZTF20ablmscd,SDSS J235849.47+013254.7,0.008
ZTF20ablgjvs,SDSS J142434.73+520826.5,0.200
