object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21aavdnvt,2,2021-04-13T06:33:31.996Z,2021-04-17T07:02:58.997Z,6,TOM,2021-04-13T10:27:31.058Z,2021-04-17T16:15:09.662Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavdnvt
ZTF21aavasiz,2,2021-04-13T03:48:56.001Z,2021-04-17T05:16:46.997Z,3,TOM,2021-04-13T14:53:34.881Z,2021-04-17T16:14:20.060Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavasiz
ZTF21aawagkl,2,2021-04-13T05:40:44.002Z,2021-04-17T06:05:24.000Z,3,TOM,2021-04-17T15:56:12.579Z,2021-04-17T16:07:52.636Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawagkl
ZTF21aavxpfl,2,2021-04-15T04:10:37.997Z,2021-04-17T04:25:59.998Z,3,TOM,2021-04-17T15:57:19.768Z,2021-04-17T16:07:44.745Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavxpfl
ZTF21aaweisg,1,2021-04-17T09:17:58.004Z,2021-04-17T09:17:58.004Z,2,TOM,2021-04-17T15:52:36.493Z,2021-04-17T16:07:00.456Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaweisg
ZTF21aaweecd,2,2021-04-13T06:57:29.001Z,2021-04-17T09:06:15.001Z,3,TOM,2021-04-17T15:50:03.004Z,2021-04-17T16:06:52.528Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaweecd
ZTF21aawgsfp,2,2021-04-13T11:50:39.998Z,2021-04-17T11:45:26.003Z,1,TOM,2021-04-17T16:06:49.449Z,2021-04-17T16:06:49.449Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawgsfp
ZTF21aavryzq,2,2021-04-13T10:29:04.004Z,2021-04-16T08:42:36.996Z,3,TOM,2021-04-16T15:16:02.555Z,2021-04-17T16:06:43.429Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavryzq
ZTF21aavozbk,2,2021-04-13T07:59:47.002Z,2021-04-17T08:46:24.997Z,3,TOM,2021-04-17T15:51:27.275Z,2021-04-17T16:06:30.564Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavozbk
ZTF21aawdouc,2,2021-04-13T07:36:23.996Z,2021-04-17T08:34:10.001Z,3,TOM,2021-04-17T15:52:24.970Z,2021-04-17T16:06:27.573Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawdouc
ZTF21aawagcq,2,2021-04-13T05:00:36.000Z,2021-04-17T06:04:03.000Z,3,TOM,2021-04-17T15:52:58.440Z,2021-04-17T16:06:24.443Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawagcq
ZTF21aavxibt,2,2021-04-13T03:44:51.999Z,2021-04-17T04:06:49.996Z,3,TOM,2021-04-17T15:47:06.482Z,2021-04-17T16:06:02.082Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavxibt
ZTF21aavdtwe,2,2021-04-13T06:53:26.001Z,2021-04-17T09:54:28.002Z,3,TOM,2021-04-17T15:47:27.285Z,2021-04-17T16:05:58.586Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavdtwe
ZTF21aavqllf,2,2021-04-13T05:54:27.999Z,2021-04-17T05:46:58.002Z,3,TOM,2021-04-17T15:47:59.185Z,2021-04-17T16:05:54.895Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavqllf
ZTF21aawalss,2,2021-04-13T05:47:33.996Z,2021-04-17T06:16:56.003Z,3,TOM,2021-04-17T15:48:24.248Z,2021-04-17T16:05:51.179Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawalss
ZTF21aawaljr,2,2021-04-13T06:19:25.000Z,2021-04-17T06:16:14.998Z,3,TOM,2021-04-17T15:48:44.201Z,2021-04-17T16:05:47.274Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawaljr
ZTF21aawedvo,2,2021-04-13T06:56:08.001Z,2021-04-17T09:04:54.001Z,3,TOM,2021-04-17T15:49:03.468Z,2021-04-17T16:05:42.224Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawedvo
ZTF20acbcnve,3,2021-04-12T12:14:46.999Z,2021-04-17T11:53:33.999Z,3,TOM,2021-04-17T15:45:37.048Z,2021-04-17T16:05:21.750Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF20acbcnve
ZTF21aaweeqw,3,2021-04-13T06:57:29.001Z,2021-04-17T09:37:52.000Z,3,TOM,2021-04-17T15:42:58.997Z,2021-04-17T16:05:05.337Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaweeqw
ZTF21aawbhhb,3,2021-04-13T05:50:22.001Z,2021-04-17T06:51:22.000Z,3,TOM,2021-04-17T15:44:46.292Z,2021-04-17T16:04:58.774Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawbhhb
ZTF21aawacrr,1,2021-04-17T06:05:24.000Z,2021-04-17T06:05:24.000Z,4,TOM,2021-04-17T15:33:56.860Z,2021-04-17T16:04:52.501Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawacrr
ZTF21aavxmkq,3,2021-04-12T04:53:59.000Z,2021-04-17T04:17:48.001Z,3,TOM,2021-04-17T15:41:07.819Z,2021-04-17T16:03:51.764Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavxmkq
ZTF21aawarkz,1,2021-04-17T06:28:07.003Z,2021-04-17T06:28:07.003Z,5,TOM,2021-04-17T10:49:13.229Z,2021-04-17T16:03:40.426Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawarkz
ZTF21aawcgtl,3,2021-04-13T06:50:42.999Z,2021-04-17T08:57:34.001Z,3,TOM,2021-04-17T15:41:34.672Z,2021-04-17T16:03:32.813Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawcgtl
ZTF21aawaguv,3,2021-04-13T05:00:36.000Z,2021-04-17T06:59:29.002Z,3,TOM,2021-04-17T15:42:24.122Z,2021-04-17T16:03:26.952Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawaguv
ZTF21aawgvrh,4,2021-04-13T12:12:57.997Z,2021-04-17T12:07:52.003Z,2,TOM,2021-04-17T15:56:14.590Z,2021-04-17T16:03:15.473Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawgvrh
ZTF21aavyxcf,4,2021-04-15T05:41:14.000Z,2021-04-17T06:10:31.998Z,3,TOM,2021-04-17T15:39:02.959Z,2021-04-17T16:03:12.890Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavyxcf
ZTF21aauwsqq,5,2021-04-11T07:51:04.999Z,2021-04-17T09:38:32.003Z,2,TOM,2021-04-17T15:34:12.107Z,2021-04-17T16:02:50.012Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aauwsqq
ZTF21aavpjig,5,2021-04-13T06:15:16.997Z,2021-04-17T08:51:16.001Z,3,TOM,2021-04-17T15:34:58.021Z,2021-04-17T16:02:42.329Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavpjig
ZTF21aawdrpn,4,2021-04-13T06:11:09.997Z,2021-04-17T09:40:35.002Z,3,TOM,2021-04-17T15:36:06.882Z,2021-04-17T16:02:36.208Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawdrpn
ZTF21aavyost,7,2021-04-15T04:34:03.000Z,2021-04-17T05:03:50.002Z,2,TOM,2021-04-17T15:54:33.812Z,2021-04-17T16:02:19.259Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavyost
ZTF21aawaggh,1,2021-04-17T06:04:03.000Z,2021-04-17T06:04:03.000Z,4,TOM,2021-04-17T15:32:25.894Z,2021-04-17T16:02:07.552Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawaggh
ZTF21aawdqxz,1,2021-04-17T08:35:32.003Z,2021-04-17T08:35:32.003Z,4,TOM,2021-04-17T15:32:00.382Z,2021-04-17T16:01:26.460Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawdqxz
ZTF21aawaavb,1,2021-04-17T05:54:53.003Z,2021-04-17T05:54:53.003Z,1,Bogus,2021-04-17T16:01:03.775Z,2021-04-17T16:01:03.775Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawaavb
ZTF21aawebhq,1,2021-04-17T09:02:48.998Z,2021-04-17T09:02:48.998Z,3,TOM,2021-04-17T15:52:24.446Z,2021-04-17T16:00:49.977Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aawebhq
ZTF21aavzlwx,1,2021-04-17T05:29:56.996Z,2021-04-17T05:29:56.996Z,2,Bogus,2021-04-17T15:49:35.419Z,2021-04-17T16:00:46.121Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavzlwx
ZTF21aavxjct,1,2021-04-17T04:10:14.998Z,2021-04-17T04:10:14.998Z,4,TOM,2021-04-17T15:31:34.334Z,2021-04-17T16:00:22.712Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aavxjct
