oid,host_id,z
ZTF20aatvqbu,SDSS J070739.95+310529.5,0.207
ZTF20aatwake,SDSS J093040.88+440637.5,0.234
ZTF20aatwaue,SDSS J091301.49+424400.4,0.123
ZTF20aatwbai,KUG 0918+433,0.045325
ZTF20aatvxwk,WISEA J084959.14+294051.4,0.0503
ZTF20aatvsjw,WISEA J083709.21-015918.3,0.050975
ZTF20aatvqov,WISEA J070623.03+343950.7,
ZTF20aatvppp,SDSS J072837.88+343345.7,0.153
ZTF20aatvqjc,WISEA J065008.08+560007.3,
ZTF20aatvqfg,WISEA J063310.36+561348.7,
ZTF20aatvpte,WISEA J071433.27+452043.8,
ZTF20aatvpnt,SDSS J082118.11+412902.6,0.140
ZTF20aatvpsa,WISEA J075859.16+410408.4,
ZTF20aatvpnx,WISEA J065641.04+420134.1,
ZTF20aatvpzl,SDSS J064920.55+371656.2,0.111
ZTF20aatvqls,WISEA J072345.63+420209.2,
ZTF20aatvsam,SDSS J071916.31+411412.0,
ZTF20aatvsgz,WISEA J084239.95+005829.1,0.070866
ZTF20aatvxuo,WISEA J080715.51+282618.0,0.092727
ZTF20aatvzje,SDSS J075703.32+462746.7,0.149
ZTF20aasylrj,SDSS J081250.47+472432.6,-9999.0
ZTF20aatvzmm,CGCG 235-032,0.031527
ZTF20aatwbek,WISEA J090427.30+374357.6,0.198397
