oid,host_id,z
ZTF20abbhdcp,WISEA J211330.42+140841.8,
ZTF20abbfpyh,WISEA J175200.09+642142.7,0.08723
ZTF20abbfofg,SDSS J172043.02+382926.1,0.109
ZTF20abbfktl,SDSS J163949.75+210914.5,0.151
ZTF20abbcsew,WISEA J132158.95-092311.9,
ZTF20abaizkk,WISEA J151252.94+690423.8,
ZTF20abbblvd,SDSS J103954.97+302101.5,0.250
ZTF20abbbuqe,WISEA J125854.96+005543.8,0.097392
ZTF20abassjy,SDSS J121429.27+060850.0,0.096
ZTF18aajhbhy,SDSS J101527.71+435329.1,0.171
ZTF18abhbqbh,WISEA J152741.39+694943.0,
ZTF20abbcajr,SDSS J121032.65+590528.9,0.089
ZTF20abbbumr,SDSS J125326.62-022643.5,0.132
ZTF20abbblsm,SDSS J102413.36+294721.1,0.146
ZTF20abbdoms,SDSS J150945.45-021837.5,0.128
ZTF20abbepai,SDSS J150704.27+255131.1,0.116
ZTF20abasymi,WISEA J095334.85+573129.6,
ZTF20abasxsf,SDSS J103007.53+401634.6,0.063
ZTF20abbbnrz,SDSS J100155.16+573229.4,0.051
ZTF20abaspue,WISEA J104949.13+543729.6,0.066634
ZTF20abbbskq,WISEA J133503.30-005517.5,0.071504
ZTF20abbbrju,SDSS J130502.78-020901.5,0.112
ZTF20abbblms,CGCG 068-027,0.033206
ZTF20abbbxkd,LCRS B115206.2-032504,0.132445
ZTF20abbcajm,WISEA J122446.08+705433.8,
ZTF20abbdysl,WISEA J133757.41+760336.4,
ZTF20abaspnq,WISEA J100457.73+720959.2,
ZTF20abbbspb,WISEA J125723.57-071936.0,
