object,nobs,first_detection,last_detection,count,report_type,last_date,first_date,source,alerce_link
ZTF21acfpvnf,2,2021-10-01T06:45:31.000Z,2021-10-03T08:25:34.997Z,1,TOM,2021-10-03T14:57:14.052445Z,2021-10-03T14:57:14.052445Z,,https://alerce.online/object/ZTF21acfpvnf
ZTF21acfkjzv,2,2021-10-01T05:25:49.002Z,2021-10-03T03:20:27.001Z,2,TOM,2021-10-03T14:54:24.988509Z,2021-10-03T14:50:07.046423Z,,https://alerce.online/object/ZTF21acfkjzv
ZTF21acelaew,3,2021-10-01T06:56:28.003Z,2021-10-03T07:54:46.002Z,2,TOM,2021-10-03T14:52:53.488703Z,2021-10-03T14:49:27.945914Z,,https://alerce.online/object/ZTF21acelaew
ZTF21acfnffv,1,2021-10-03T07:02:06.000Z,2021-10-03T07:02:06.000Z,2,TOM,2021-10-03T14:51:41.874147Z,2021-10-03T14:09:40.202099Z,,https://alerce.online/object/ZTF21acfnffv
ZTF21acfnfgs,1,2021-10-03T07:02:06.000Z,2021-10-03T07:02:06.000Z,1,TOM,2021-10-03T14:51:29.089152Z,2021-10-03T14:51:29.089152Z,,https://alerce.online/object/ZTF21acfnfgs
ZTF21aceptdp,3,2021-10-01T06:53:04.004Z,2021-10-03T08:03:00.003Z,2,TOM,2021-10-03T14:51:23.830980Z,2021-10-03T14:48:51.587750Z,,https://alerce.online/object/ZTF21aceptdp
ZTF21aceufwa,2,2021-10-01T06:24:08.997Z,2021-10-03T08:13:52.003Z,1,TOM,2021-10-03T14:51:09.344629Z,2021-10-03T14:51:09.344629Z,,https://alerce.online/object/ZTF21aceufwa
ZTF21acfnuxa,1,2021-10-03T06:58:32.998Z,2021-10-03T06:58:32.998Z,1,TOM,2021-10-03T14:51:06.033880Z,2021-10-03T14:51:06.033880Z,,https://alerce.online/object/ZTF21acfnuxa
ZTF21acdtosh,2,2021-10-01T06:25:32.002Z,2021-10-03T07:57:28.996Z,1,TOM,2021-10-03T14:50:24.764849Z,2021-10-03T14:50:24.764849Z,,https://alerce.online/object/ZTF21acdtosh
ZTF21acfnkuj,1,2021-10-03T07:02:06.000Z,2021-10-03T07:02:06.000Z,3,TOM,2021-10-03T14:50:20.455677Z,2021-10-03T10:05:44.700038Z,,https://alerce.online/object/ZTF21acfnkuj
ZTF21acepzig,2,2021-10-01T06:02:47.003Z,2021-10-03T07:34:08.003Z,1,TOM,2021-10-03T14:50:15.219143Z,2021-10-03T14:50:15.219143Z,,https://alerce.online/object/ZTF21acepzig
ZTF21acexgnh,2,2021-10-01T08:15:32.996Z,2021-10-03T07:20:06.000Z,1,TOM,2021-10-03T14:50:02.013420Z,2021-10-03T14:50:02.013420Z,,https://alerce.online/object/ZTF21acexgnh
ZTF21acfkkad,4,2021-09-29T04:21:32.003Z,2021-10-03T03:20:27.001Z,2,TOM,2021-10-03T14:49:51.928819Z,2021-10-03T14:47:44.652136Z,,https://alerce.online/object/ZTF21acfkkad
ZTF21acdutjq,3,2021-10-01T06:24:08.997Z,2021-10-03T08:13:52.003Z,1,TOM,2021-10-03T14:48:39.811529Z,2021-10-03T14:48:39.811529Z,,https://alerce.online/object/ZTF21acdutjq
