oid,host_id,z
ZTF21aadspic,WISEA J004024.71+403749.8,0.05512
ZTF21aafdxgv,WISEA J181352.37+123145.2,
ZTF21aafdxdg,WISEA J181623.55+083304.4,
ZTF21aafdwtc,SDSS J163757.65+162035.0,0.115
ZTF21aafdwls,WISEA J161351.27+020709.6,
ZTF21aafdnqz,SDSS J165600.00+380526.1,0.472
ZTF20aazpidu,WISEA J163651.32+393007.3,0.181943
ZTF21aafdnqd,WISEA J162303.12+433626.1,0.032425
ZTF21aafdfqb,SDSS J110553.96-032256.1,0.163
ZTF21aafdfbn,WISEA J105700.32+011452.5,0.097872
ZTF18aafzers,CGCG 149-003,0.048708
ZTF21aaeznmb,SDSS J082707.54+532218.4,0.117
ZTF21aaexknb,WISEA J053518.59-273407.6,
ZTF21aacnrbj,WISEA J044658.20-021412.2,
ZTF21aaevzmt,SDSS J025815.70+345231.5,0.131
ZTF21aaeundb,WISEA J030335.10-085039.4,0.032649
ZTF21aafdniq,WISEA J151146.66+320146.7,0.116296
ZTF21aaevdet,SDSS J235518.00+352304.7,0.196
ZTF21aaekkso,GALEXASC J174235.43+390128.1,
ZTF21aafdtdq,SDSS J172937.09+654308.2,0.120
ZTF21aadytai,2MASX J08251532+5120236,0.1086
ZTF21aafdwwx,SDSS J150753.06+173929.3,0.087
ZTF21aaevgyf,WISEA J030936.15-255321.7,0.1088
ZTF21aafdswc,SDSS J171146.32+363014.3,0.430
ZTF21aaeuvhw,SDSS J012440.32+385126.0,0.124
ZTF21aaephhg,WISEA J162949.88+282038.7,2.255
ZTF21aaeumkj,UGC   520,0.067717
ZTF21aafddxa,WISEA J113519.22-082547.8,
ZTF21aadruyx,WISEA J155742.01+271946.4,0.094154
ZTF21aafdtir,WISEA J160655.78+705911.0,
ZTF21aadrrnr,SDSS J163050.15+290632.1,0.44482
ZTF21aadrmsv,SDSS J161154.07+210031.4,0.145
ZTF21aaewexx,WISEA J053553.81+725148.7,
ZTF21aaeuvop,SDSS J010811.29+472756.1,0.177
ZTF21aaeedxy,SDSS J081432.72+021452.3,0.129
ZTF21aadtkki,WISEA J001531.45+465749.5,
ZTF21aafbsvp,SDSS J101029.27+053727.5,0.113
ZTF21aaewceg,WISEA J035602.45-055549.4,0.123203
ZTF21aadrrou,WISEA J164051.40+291050.7,0.145195
ZTF21aaejeub,SDSS J103736.64+264444.8,0.101
ZTF21aadruup,SDSS J160143.36+132230.2,0.151
ZTF21aaezxxh,WISEA J093233.09-274351.5,
ZTF21aaewbrt,WISEA J034742.94+012805.7,
ZTF21aaexlws,WISEA J030341.81+002207.6,0.044842
ZTF21aaevrmu,WISEA J042545.46-263920.6,
