oid,host_id,z
ZTF21aacknob,WISEA J095430.32+061518.0,
ZTF21aaciiqb,SDSS J094314.71+102241.0,0.085
ZTF21aaciiuk,SDSS J093018.24+084639.2,0.085
ZTF21aacigst,WISEA J095928.28+282225.0,0.133506
ZTF21aaciget,SDSS J101422.22+482327.1,0.146
ZTF21aabvhci,SDSS J080328.32+130256.6,0.167
ZTF21aachthw,WISEA J081703.90-081408.8,
ZTF21aachbsv,WISEA J091941.44-085141.0,
ZTF21aachbpq,WISEA J092158.83-073322.8,
ZTF21aacihfy,SDSS J094902.74+240149.4,0.102
ZTF21aacgcym,WISEA J075433.74-193659.0,
ZTF21aacfimr,CGCG 058-019,0.030681
ZTF21aacbwim,SDSS J034335.58-125102.3,0.101
ZTF21aacbaug,SDSS J022952.79+242944.9,0.046
ZTF21aabpvvx,WISEA J031557.56-141510.7,
ZTF21aacigiw,WISEA J100143.01+253513.0,0.055583
ZTF21aacjzvm,2MASS J09502554+1118207,0.106904
ZTF21aabsuvc,SDSS J082206.47+595226.2,0.165
ZTF21aacgrmt,SDSS J082212.83+425557.0,0.190
ZTF21aacizpp,SDSS J081103.37+224034.7,0.147
ZTF21aablerm,SDSS J081619.69+182045.0,0.106
ZTF21aabvqlo,WISEA J081000.46+350537.8,0.080178
ZTF21aacdjdi,WISEA J051449.37+480200.3,
ZTF21aaccxpy,SDSS J025349.31+340655.4,0.137
ZTF21aacilzp,ABELL 1139:KYDISC 00060,0.040312
ZTF21aabfwwl,LCRS B111559.1-060005,0.013639
ZTF21aackiwe,SDSS J110955.02-155518.9,0.262
ZTF21aacihlp,WISEA J100747.77-261947.5,
ZTF21aacifqs,SDSS J112122.79+660357.2,0.163
ZTF21aacigqo,SDSS J095900.89+254335.8,0.132
ZTF21aacihar,SDSS J103417.26+343109.6,0.222
ZTF21aaavcaa,SDSS J082759.00-013105.1,0.123
ZTF21aacdntt,WISEA J051900.22-271810.0,
ZTF21aabaeuj,WISEA J023158.64-193906.5,
ZTF21aachbzf,WISEA J091856.95-125114.7,
