oid,host_id,z
ZTF20abxawtg,WISEA J082124.49+430206.3,0.056392
ZTF20abxyjfg,2MASS J06594975+8719368,
ZTF20abxyims,SDSS J083615.80+611705.6,0.225
ZTF20abvbmrc,WISEA J070535.84+252919.6,
ZTF20abxygrk,WISEA J052914.98-192213.3,
ZTF20abxygpw,WISEA J050645.56-191424.5,
ZTF20abxyfqk,WISEA J044520.51-174508.9,
ZTF20abxyggc,NGC 1716,0.022742
ZTF20abxyfye,WISEA J050049.75-130628.3,
ZTF20abxyffb,WISEA J050054.06-063039.7,
ZTF20aakeqmw,WISEA J050611.46-125705.0,
ZTF20absjhye,WISEA J065326.99+423710.0,
ZTF18aadvsxy,WISEA J072239.53+420352.9,0.069655
ZTF18aacnfrz,WISEA J071634.50+442132.8,
ZTF20abxyddt,KUG 0725+591,
ZTF20abustdi,WISEA J050124.67-050331.4,
ZTF20abwsbxg,WISEA J044931.90-033155.4,
ZTF20abxyaqc,WISEA J011937.17-235150.9,0.055742
ZTF20abxyaii,WISEA J024006.63-235611.5,
ZTF20abxyajd,GALEXASC J015043.21-214624.2,
ZTF20abxyaje,ESO 478- G 015,0.037836
ZTF20abxyaaf,UGC 03224,0.015647
ZTF20abxxvzp,WISEA J061915.83+522016.4,
ZTF20abxkwgh,SDSS J080643.68+522108.0,0.153
ZTF20abxyiqi,SDSS J082327.45+661754.3,0.086
