object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21abnulbe,2,2021-07-23T09:55:30.002Z,2021-07-23T10:48:05.996Z,3,TOM,2021-07-23T15:08:22.547Z,2021-07-24T16:13:57.855Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnulbe
ZTF21abnspht,2,2021-07-20T06:18:21.997Z,2021-07-24T04:50:09.997Z,2,TOM,2021-07-24T15:08:08.152Z,2021-07-24T16:13:36.838Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnspht
ZTF21abmwmnp,2,2021-07-19T09:39:22.003Z,2021-07-24T09:43:17.002Z,2,TOM,2021-07-19T14:21:56.631Z,2021-07-24T16:13:28.637Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmwmnp
ZTF21abnvljt,3,2021-07-19T05:53:59.997Z,2021-07-24T04:57:44.997Z,2,TOM,2021-07-24T15:07:12.172Z,2021-07-24T16:13:10.580Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnvljt
ZTF21abnlhxs,2,2021-07-24T09:44:38.002Z,2021-07-24T10:50:01.003Z,3,TOM,2021-07-24T15:04:21.196Z,2021-07-24T16:12:31.590Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnlhxs
ZTF21abnvlnj,2,2021-07-24T04:56:23.997Z,2021-07-24T05:37:20.003Z,3,TOM,2021-07-24T15:03:50.543Z,2021-07-24T16:11:10.848Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnvlnj
ZTF21abnvigg,2,2021-07-22T04:24:41.996Z,2021-07-24T04:24:26.997Z,1,TOM,2021-07-24T15:07:46.589Z,2021-07-24T15:07:46.589Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnvigg
ZTF21abmokhs,2,2021-07-17T07:51:17.000Z,2021-07-20T04:53:25.995Z,3,TOM,2021-07-17T15:40:08.496Z,2021-07-23T17:06:24.591Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmokhs
ZTF21abngbrl,2,2021-07-17T10:03:13.996Z,2021-07-20T11:01:51.003Z,3,TOM,2021-07-20T14:27:00.714Z,2021-07-23T17:06:21.945Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abngbrl
ZTF21abmqubi,2,2021-07-17T10:03:13.996Z,2021-07-20T11:01:51.003Z,3,TOM,2021-07-17T15:35:11.084Z,2021-07-23T17:06:19.377Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmqubi
ZTF21abmqtwk,2,2021-07-17T10:03:13.996Z,2021-07-20T11:01:51.003Z,3,TOM,2021-07-17T15:35:00.700Z,2021-07-23T17:06:14.620Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmqtwk
ZTF21abmqpmh,2,2021-07-17T09:52:01.001Z,2021-07-20T10:03:28.995Z,3,TOM,2021-07-17T15:34:36.379Z,2021-07-23T17:05:59.531Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmqpmh
ZTF21abngbtm,2,2021-07-17T10:03:13.996Z,2021-07-20T11:01:51.003Z,3,TOM,2021-07-20T14:25:48.271Z,2021-07-23T17:05:55.841Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abngbtm
ZTF21abmsdqy,2,2021-07-20T09:50:18.003Z,2021-07-20T11:07:00.998Z,4,TOM,2021-07-20T14:00:46.238Z,2021-07-23T17:05:52.747Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmsdqy
ZTF21abnlnmq,2,2021-07-19T10:15:11.998Z,2021-07-22T10:27:31.996Z,3,TOM,2021-07-22T15:28:11.969Z,2021-07-23T17:05:49.763Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnlnmq
ZTF21abneulu,2,2021-07-17T10:59:55.996Z,2021-07-20T09:39:10.995Z,3,TOM,2021-07-20T14:23:26.798Z,2021-07-23T17:05:45.218Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abneulu
ZTF21abnfefe,2,2021-07-17T10:07:17.999Z,2021-07-20T09:57:07.004Z,3,TOM,2021-07-20T14:21:07.019Z,2021-07-23T17:05:37.545Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnfefe
ZTF21abmspzt,2,2021-07-20T04:52:04.002Z,2021-07-20T06:37:03.002Z,3,TOM,2021-07-20T14:01:11.069Z,2021-07-23T17:05:34.934Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmspzt
ZTF21abmqxby,2,2021-07-17T10:07:17.999Z,2021-07-20T09:57:07.004Z,3,TOM,2021-07-17T15:32:49.641Z,2021-07-23T17:05:23.699Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmqxby
ZTF21abnegco,3,2021-07-17T07:59:40.004Z,2021-07-20T10:20:11.996Z,3,TOM,2021-07-20T14:18:44.627Z,2021-07-23T17:05:20.673Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnegco
ZTF21abmxifp,3,2021-07-19T10:25:36.998Z,2021-07-22T11:04:25.003Z,4,TOM,2021-07-19T12:29:25.244Z,2021-07-23T17:05:16.869Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmxifp
ZTF21abmqtqh,3,2021-07-17T10:01:52.996Z,2021-07-20T11:00:30.003Z,3,TOM,2021-07-17T15:31:56.129Z,2021-07-23T17:05:13.648Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmqtqh
ZTF21abmzrtp,3,2021-07-17T05:21:53.000Z,2021-07-20T04:44:23.999Z,3,TOM,2021-07-20T14:18:11.347Z,2021-07-23T17:05:05.336Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmzrtp
ZTF21abmwgdf,3,2021-07-19T09:32:22.004Z,2021-07-20T10:03:28.995Z,4,TOM,2021-07-19T12:28:25.804Z,2021-07-23T17:05:02.903Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmwgdf
ZTF21abnfgff,3,2021-07-20T09:59:49.004Z,2021-07-23T09:37:41.001Z,4,TOM,2021-07-20T14:01:30.648Z,2021-07-23T17:05:00.515Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnfgff
ZTF21abmzpmc,3,2021-07-17T05:55:00.001Z,2021-07-20T06:26:31.997Z,3,TOM,2021-07-20T14:17:45.655Z,2021-07-23T17:04:55.917Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmzpmc
ZTF21abmzrdz,4,2021-07-17T05:08:05.003Z,2021-07-24T04:25:08.002Z,3,TOM,2021-07-20T14:17:08.619Z,2021-07-23T17:04:41.930Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmzrdz
ZTF21abmwzxt,4,2021-07-19T10:09:01.998Z,2021-07-23T10:32:50.000Z,3,TOM,2021-07-19T14:21:17.671Z,2021-07-23T17:04:33.385Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmwzxt
ZTF21abmwwsq,4,2021-07-20T09:50:59.000Z,2021-07-23T11:10:48.999Z,4,TOM,2021-07-20T14:00:06.757Z,2021-07-23T17:04:30.351Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abmwwsq
ZTF21abnudtb,2,2021-07-23T09:23:33.002Z,2021-07-23T10:59:20.996Z,4,TOM,2021-07-23T15:06:18.008Z,2021-07-23T17:04:05.627Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abnudtb
