oid,host_id,z
ZTF20acjetyf,WISEA J035137.02-100323.5,0.033216
ZTF20aclkuqh,WISEA J013743.80-224210.5,
ZTF20acjrytv,WISEA J101835.77+115331.4,0.060119
ZTF20acljljo,SDSS J013940.63+154950.8,0.098
ZTF20acljttk,SDSS J014156.12+212244.0,0.138
ZTF20aclnplo,WISEA J102538.99+164714.2,0.034704
ZTF20aclkvjy,GALEXASC J023225.46-125741.7,
ZTF20aclkbxt,WISEA J030638.01+090517.5,
ZTF20aclfmwn,UGC 04295,
ZTF20aclfqtn,SDSS J092427.44+590835.1,0.166
ZTF20aclgduc,SDSS J071014.98+390251.3,0.086
ZTF20aclgxsb,WISEA J074418.23+263822.4,0.15435
ZTF18aalpkwb,WISEA J101141.02+333705.2,0.127679
ZTF20acllaiu,SDSS J014712.53+091439.2,0.161
ZTF20aclkcuu,WISEA J025733.72+132831.6,
ZTF20aclnsts,WISEA J103926.03+214116.8,0.065514
ZTF20aclntfm,SDSS J100426.17+115537.3,0.119
ZTF20acfxqcr,WISEA J085626.72-060111.2,
ZTF20abatsvd,KUG 1101+413,0.023819
ZTF20aclnpnn,SDSS J102348.30+154017.8,0.245
ZTF20acllips,SDSS J023347.46+263413.9,0.123
ZTF20aclnnlo,WISEA J064259.71-262436.2,
ZTF20aclngkv,WISEA J061841.76-265045.1,
ZTF20aclfqyr,SDSS J095011.30+191841.0,0.134
ZTF20aclfeze,WISEA J052356.58-215700.9,
ZTF20acjyxkn,SDSS J181413.87+221955.4,0.297
ZTF20acljyty,WISEA J034118.86-124151.1,
ZTF20acljaaw,SDSS J221612.68-022945.3,0.078
