oid,host_id,z
ZTF20abmubmh,WISEA J005431.89-182002.2,
ZTF20abmtmfx,WISEA J222552.74-122744.9,
ZTF20abjgcxk,SDSS J032916.16+440328.8,0.120
ZTF20abjgeue,SDSS J033028.59+393709.8,0.073
ZTF20abjgcwc,SDSS J032548.12+414942.6,0.024
ZTF20abmtiww,SDSS J025917.42+355113.4,0.079
ZTF20abmthpa,LEDA 1641475,
ZTF20abjgfac,SDSS J031225.60+191510.5,0.115
ZTF20abmsxqw,SDSS J022250.91+032355.8,0.222
ZTF20abmtavw,UGC 01597,0.042436
ZTF20abmtaya,MCG -01-06-009,0.030174
ZTF20abmsqzq,WISEA J013330.47-115727.3,
ZTF20abmsppj,SDSS J013516.43-072231.6,0.101
ZTF20abmsqhe,WISEA J013643.56-122747.7,
ZTF20abmsquv,WISEA J014751.54-073131.8,0.076056
ZTF20abmspyh,SDSS J012727.96-101744.8,0.054
ZTF20abmsqoz,SDSS J011434.23-072742.8,0.064
ZTF20abmsrme,GALEXASC J005959.31-183949.8,
ZTF20abmsqaa,WISEA J011654.14-153112.2,
ZTF20abmsqea,WISEA J005957.01-141340.0,
ZTF20abmspyz,WISEA J011128.17-172156.1,0.04353
ZTF20abmspsl,WISEA J003418.07-162658.6,
ZTF20abmsqbm,WISEA J004705.80-161505.0,
ZTF20abmsrvh,WISEA J004409.91-140131.7,
ZTF20abmrtcg,WISEA J224713.32-165130.7,
ZTF20abmoakx,UGC 09474,0.03395
ZTF20abmmymj,SDSS J163708.85-010031.3,0.058
ZTF20abmsppe,ESO 541- G 011,0.056342
