oid,host_id,z
ZTF20aazlwey,WISEA J084519.87+290246.1,0.099428
ZTF20aazlwcy,KUG 0826+305,0.051232
ZTF20aazlsqn,SDSS J214945.10+224045.9,0.125
ZTF20aaznjul,WISEA J151334.03+795438.9,
ZTF20aazlvht,IC  564,0.01998
ZTF20aazlydg,WISEA J083836.14+144458.9,0.152757
ZTF20aazlwbw,KUG 0755+444,0.031679
ZTF20aaznokb,GALEXASC J142458.43-093257.7,
ZTF20aazlxno,WISEA J084733.83+163426.0,
ZTF20aazmcsy,SDSS J095540.35+000221.8,0.733
ZTF20aaznpdy,2MASX J15225112+2735100,0.06567
ZTF20aazntgs,WISEA J163018.59+024618.1,
ZTF20aaznooa,WISEA J143909.25-091356.8,
ZTF20aazlwpe,WISEA J070049.47+690256.4,
ZTF20aaznsuz,WISEA J164122.56+063645.6,
ZTF20aaznhjq,SDSS J151033.24+230407.8,0.127
ZTF18accnjjb,CGCG 333-032,0.033343
ZTF20aaznhvu,SDSS J145536.96+364753.6,0.313
ZTF20aaznpor,WISEA J180136.07+751718.2,0.039544
