oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF21aaqojqu,LCRS B115146.3-024059,178.58342,-2.96143,2.0490406920482465,NED,True,0.1353,NULL,
ZTF21aaqndlk,WISEA J034027.39+242429.8,55.11413,24.4083,0.14321689342929844,NED,NULL,NULL,NULL,NULL
ZTF21aaqmsnu,WISEA J195901.12+553801.2,299.75455,55.63359,0.38984702351351147,NED,NULL,NULL,NULL,NULL
ZTF21aaqmodq,SDSS J160033.41+110149.0,240.139222737206,11.0302781578663,0.7787842926278069,SDSSDR16,False,0.123,0.0317,photoz
ZTF21aaqmaga,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aaqlwqb,MSPM 03055,239.36,27.0632,0.26541533038561976,NED,True,0.06787,NULL,
ZTF21aaqjmnn,SDSS J140318.37+445415.2,210.826556788737,44.9042445764621,0.39697399368828995,SDSSDR16,False,0.142,0.0282,photoz
ZTF21aaqgsft,SDSS J095733.20-025738.6,149.388368842353,-2.96072269479639,0.3192740995455473,SDSSDR16,False,0.176,0.0664,photoz
ZTF21aapwqcg,WISEA J204813.27+212542.8,312.05542,21.42844,7.19480283553758,NED,NULL,NULL,NULL,NULL
ZTF21aapwnss,SDSS J181251.90+234035.9,273.216280605426,23.6766403933421,0.28572126029703127,SDSSDR16,False,0.164,0.0591,photoz
ZTF21aapwjbf,WISEA J184152.74+440200.7,280.47013,44.03359,1.0702957680880147,NED,NULL,NULL,NULL,NULL
ZTF21aapwblz,SDSS J180807.12+033515.3,272.029686439724,3.58759512876469,2.132773156157444,SDSSDR16,False,0.107,0.0358,photoz
ZTF21aapvyqh,SDSS J150119.14+380328.1,225.329754496338,38.0578165326911,1.151655311203602,SDSSDR16,False,0.388,0.1206,photoz
ZTF21aapvxnf,SDSS J184731.70+642808.0,281.882119292778,64.4689044249126,0.41153365459885227,SDSSDR16,False,0.080,0.0075,photoz
ZTF21aapvdpk,SDSS J165742.26+251345.9,254.426089527718,25.2294276251566,0.2717310036825913,SDSSDR16,False,0.241,0.0766,photoz
ZTF21aapvbtv,SDSS J173903.53+290844.1,264.764723564761,29.1455884520288,3.310177588517594,SDSSDR16,False,0.143,0.0199,photoz
ZTF21aapvbej,SDSS J171811.31+323544.8,259.547138908443,32.5957802440041,1.4553655513162873,SDSSDR16,False,0.390,0.1922,photoz
ZTF21aaptpzp,[KEC2012] 219.059550+33.764732,219.05954999999997,33.76473333333333,0.3515995403827631,Simbad,False,0.193,NULL,D
ZTF21aaptofr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aaptdvp,WISEA J163125.29+712346.3,247.85542,71.39625,5.370966587318245,NED,NULL,NULL,NULL,NULL
ZTF21aapriuy,SDSS J125603.91+025037.3,194.016332651215,2.84371359558433,1.7832141185673178,SDSSDR16,False,0.112,0.0232,photoz
