oid,host_id,z
ZTF18aamyyjf,SDSS J151801.46+670244.7,0.069
ZTF19acdgafe,SDSS J013325.16+234514.9,0.120
ZTF19acdglho,SDSS J001109.59+013456.4,0.121
ZTF19acdgnjx,SDSS J010713.26+110713.1,0.189
ZTF19accrcsu,SDSS J010324.91+130315.2,0.173
ZTF19acdgwng,SDSS J022826.15+222554.3,0.033
ZTF19acdgyxw,2MASX J01574248+1323185,0.044473
ZTF19acdhexz,GALEXASC J022230.29+370051.9,
ZTF19accazwf,2MASS J03004662+4000490,
ZTF19acdhyvt,SDSS J015556.40+325422.4,0.160
ZTF19acdihrz,2MASS J04004567-0702216,
ZTF19acdjhxu,KUG 0848+526B,0.06454
ZTF19acdjxgs,UGC 02859,0.018323
ZTF19acdkmen,2MASX J05534417+1412306,
