object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21abeclof,2,2021-06-04T09:52:21.996Z,2021-06-04T10:54:43.997Z,3,TOM,2021-06-04T13:32:53.636Z,2021-06-05T17:12:37.460Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abeclof
ZTF21abecolc,2,2021-06-04T09:51:40.999Z,2021-06-04T11:00:53.997Z,3,TOM,2021-06-04T13:32:48.786Z,2021-06-05T17:12:33.811Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abecolc
ZTF21abebgfr,2,2021-06-04T09:36:49.999Z,2021-06-04T10:58:48.000Z,5,TOM,2021-06-04T09:50:23.419Z,2021-06-05T17:12:30.356Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abebgfr
ZTF21abecqma,2,2021-06-04T09:35:28.999Z,2021-06-04T11:00:07.997Z,4,TOM,2021-06-04T12:40:03.429Z,2021-06-05T17:12:27.237Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abecqma
ZTF21abebepi,2,2021-06-04T09:34:07.999Z,2021-06-04T10:36:04.003Z,4,TOM,2021-06-04T09:50:53.784Z,2021-06-05T17:12:23.585Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abebepi
ZTF21abeafwt,2,2021-06-04T07:39:24.001Z,2021-06-04T08:36:17.000Z,3,TOM,2021-06-04T13:33:35.086Z,2021-06-05T17:12:18.134Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abeafwt
ZTF21abdphiv,2,2021-06-04T04:58:23.998Z,2021-06-04T05:30:39.003Z,5,TOM,2021-06-04T09:49:55.989Z,2021-06-05T17:12:14.142Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abdphiv
ZTF18aagtwyh,2,2021-06-04T04:56:20.999Z,2021-06-04T05:05:34.002Z,5,TOM,2021-06-04T09:49:29.849Z,2021-06-05T17:12:10.095Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF18aagtwyh
ZTF21abdxlyd,2,2021-06-04T04:41:48.998Z,2021-06-04T05:48:15.001Z,4,TOM,2021-06-04T09:49:49.076Z,2021-06-05T17:12:04.674Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abdxlyd
ZTF21abdvezd,2,2021-06-03T10:21:39.000Z,2021-06-03T11:01:51.003Z,5,TOM,2021-06-03T13:14:48.905Z,2021-06-05T17:12:00.494Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abdvezd
