oid,host_id,z
ZTF20aaomeaa,WISEA J053953.40+592738.4,
ZTF20aaomfzz,SDSS J054205.58+621842.3,0.128
ZTF20aaomtwl,SDSS J071540.64+304610.0,0.009
ZTF20aampnxv,WISEA J073120.92+611919.4,
ZTF20aamntsk,WISEA J071130.75+585658.4,0.080155
ZTF20aammzjf,GALEXASC J072250.36+780611.0,
ZTF20aaomhdn,WISEA J043814.95-054903.5,
ZTF20aaophpu,IC 2217,0.017365
ZTF20aamvgyu,SDSS J081902.97+474627.9,0.100
ZTF20aaoqhax,WISEA J084235.95+755744.4,
ZTF20aamvdzp,WISEA J080800.05+684949.2,
ZTF20aaormnl,SDSS J090207.44+122141.9,0.071
