oid,host_id,z
ZTF20aahsoxr,WISEA J005843.94-153957.4,
ZTF20aahstif,SDSS J001745.42-115553.8,0.084
ZTF20aahswgp,SDSS J224141.04+152806.4,0.080
ZTF20aahvhdn,WISEA J040109.05+103303.0,
ZTF20aahwxer,SDSS J050111.03-022715.1,0.219
ZTF20aaiddtg,LCRS B104116.7-055818,0.133559
ZTF20aaiahra,NGC 3508,0.013006
ZTF20aaiawlj,WISEA J113406.16-090116.2,0.036705
ZTF20aaicgpu,SDSS J100146.61+233102.6,
ZTF20aaictbt,WISEA J102819.99+101317.5,0.161849
ZTF20aaidgbm,WISEA J121557.44-045235.0,
ZTF20aaidnaf,WISEA J133004.24-012121.8,0.111021
ZTF20aaidmuz,WISEA J132933.18-034330.7,0.130255
ZTF20aaidmni,WISEA J131349.34-090408.1,
ZTF20aaidmgl,WISEA J125627.30-070100.0,
ZTF20aaidnyk,WISEA J115313.78-074225.6,
ZTF20aaieyuw,LEDA  838145,
ZTF20aaieyup,NGC 3836 NED02,0.012255
ZTF20aaifbcg,WISEA J114536.32-194338.0,
ZTF20aaieyvg,WISEA J120011.75-201156.4,
ZTF20aaifhpw,WISEA J122617.55-175848.6,
ZTF20aaifsfl,GALEXMSC J140927.29-033308.6,
ZTF20aaiftgi,MCG -01-36-011,0.033703
ZTF20aaiftus,WISEA J145307.47-040430.6,
ZTF20aaifxwj,SDSS J174650.70+505608.2,0.043
ZTF20aaifyab,SDSS J171322.17+435409.0,0.048
ZTF20aaifxvq,SDSS J170429.91+421023.3,0.190
ZTF20aaifxvp,WHL J170334.1+413848,0.1392
ZTF20aaifypt,WISEA J173350.60+361101.1,
ZTF20aaifygw,SDSS J170012.89+323223.0,0.132
ZTF20aaifygp,WISEA J170351.53+341439.4,0.132461
ZTF20aaifyeu,SDSS J164753.08+253204.5,0.603
ZTF20aaifyrs,UGC 10661,0.03386
ZTF20aaifygl,SDSS J165744.57+272326.4,0.058
ZTF20aaifyln,2MASX J16580310+3527237,0.112972
ZTF20aaifzcg,SDSS J163255.24+191948.9,0.097
ZTF20aaifzbr,SDSS J162141.43+182844.3,0.057
ZTF20aaifyyy,SDSS J155419.75+292752.2,0.106
ZTF20aaifzfk,CGCG 107-040,0.031792
ZTF20aagmumq,SDSS J163048.85+061953.3,0.068
ZTF20aagmrid,2MASX J15521220+0450482,0.077264
ZTF20aaifzlb,2MASX J15330691+1254395,0.052686
ZTF20aaigdiw,SDSS J152915.31+072042.3,0.076
ZTF20aaigeow,SDSS J164131.47+550219.7,0.115
ZTF20aaiggjq,SDSS J174939.32+621139.3,0.184
ZTF20aaigftj,SDSS J171346.97+375853.0,0.108
