oid,host_id,z
ZTF20abimqpj,WISEA J155006.57+243003.0,0.224265
ZTF20abiiktx,WISEA J131600.62+744547.9,
ZTF20abdummt,WISEA J014227.75+541415.5,
ZTF18aajgxin,SDSS J111557.11+502513.4,0.083
ZTF20abimaze,SDSS J155249.34+251315.9,0.231
ZTF20abiscvb,SDSS J002728.82+032100.7,0.091
ZTF20abiqetb,WISEA J185917.89+485256.4,
ZTF20abisgbl,SDSS J001449.94+060512.0,0.055
ZTF20abdkiyv,SDSS J005729.57+183435.6,0.060
ZTF20abiilgs,WISEA J135600.26+673120.3,
ZTF20abisitz,IC 1461,0.030654
ZTF20abijfqq,MESSIER 085,0.002432
ZTF20abishfb,SDSS J223308.35+010745.7,0.403
ZTF20abimkpb,SDSS J161437.92+280943.4,0.114
