oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type
ZTF21aaslhkc,SDSS J221619.02+082528.0,334.079231711674,8.42445228343673,3.4875655820491778,SDSSDR16,False,0.107196,0.017575,photoz
ZTF21aaskyvp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aaskyqx,SDSS J202504.60+061138.3,306.269160955389,6.19398451796208,0.20779111824669658,SDSSDR16,False,0.12726099999999999,0.027777,photoz
ZTF21aaskuth,SDSS J173100.11+075745.8,262.750468066305,7.962739761369719,0.1897368152704699,SDSSDR16,False,0.139542,0.023043,photoz
ZTF21aaskmwt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aaskjmv,WISEA J163809.80+291833.0,249.54083,29.30936,12.878165807837435,NED,True,0.0804,NULL,
ZTF21aasjuih,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZTF21aasjths,WISEA J163856.62+071708.6,249.73592,7.28573,0.854265635006706,NED,NULL,NULL,NULL,NULL
ZTF21aasjtgo,SDSS J162255.76+074255.1,245.73233927476102,7.71531579814078,3.321473822615274,SDSSDR16,False,0.077301,0.027127,photoz
ZTF21aasjrws,SDSS J151737.16-130108.1,229.40482099508802,-13.0189188231247,1.8461976414570556,SDSSDR16,False,0.108669,0.063823,photoz
ZTF21aasjqki,SDSS J160231.99+584549.3,240.633294028003,58.7636960747546,4.769990978735283,SDSSDR16,False,0.12436900000000001,0.010506999999999999,photoz
ZTF21aasjojn,SDSS J161857.43+092023.7,244.73931091313,9.33992719402582,3.1915397779161876,SDSSDR16,False,0.200423,0.029718,photoz
ZTF21aasgtay,SDSS J110048.98-031818.8,165.204079036797,-3.3052446393529507,0.2612250242541029,SDSSDR16,False,0.692126,0.23296799999999998,photoz
ZTF21aasgske,SDSS J105730.52+001110.0,164.377182310391,0.186133252642334,1.2652872163282645,SDSSDR16,False,0.173934,0.032327,photoz
ZTF21aasgrpw,SDSS J102318.59-002545.4,155.827467565916,-0.429300903430875,0.5222201379285251,SDSSDR16,True,0.09488674,1.803892e-05,specz
ZTF21aasgqzd,SDSS J102601.62-031151.4,156.506769857104,-3.19763526562923,0.378965885546818,SDSSDR16,False,0.180508,0.019034,photoz
ZTF21aasgqcf,SDSS J101920.75+180415.8,154.836458688694,18.0710814917469,0.9099911099298724,SDSSDR16,False,0.23697100000000001,0.12246900000000001,photoz
ZTF21aasgkxh,SDSS J075828.66+414846.7,119.619420996798,41.8129809576054,0.19554837471840736,SDSSDR16,False,0.130728,0.021664,photoz
ZTF21aasgirv,WISEA J090024.33+145323.1,135.10133,14.88964,1.915921162496749,NED,True,0.102023,NULL,
ZTF21aasgfar,2MASS J06580892+3713061,104.53717,37.21838,6.179799943094795,NED,NULL,NULL,NULL,NULL
ZTF21aasgcve,SDSS J083640.24+010956.1,129.167658453251,1.16560317643128,0.6093618820480189,SDSSDR16,False,0.078874,0.029795,photoz
ZTF21aasgclr,SDSS J091843.42+065619.8,139.680925014684,6.938851214100291,1.9701434373241304,SDSSDR16,True,0.10155800000000001,2.0992350000000002e-05,specz
